ruc,razon_social,nombre_comercial,anio,gore,fecha_inscripcion,fecha_inicio_actividades,anio_inicio_actividades,antiguedad_empresa,inicio_posterior_contratacion,primer_anio_contratacion,experiencia_contratacion,n_contratos,n_gores_anio,cmc,n_contratos_cmc_evaluables,n_supera_cmc,prop_supera_cmc,tipo_contribuyente,estado,condicion,fecha_baja,domicilio,actividad_principal,cantidad_rubros,actividades_economicas,sanciones_tcp_acum,penalidades_acum,inhabilitacion_judicial,inhabilitacion_administrativa,fecha_consulta_sunat,sunat_ok,tiene_info_sunat,tiene_info_proveedores_estado,puntaje_inco,rango_inco
20536704231,CONSTRUCTORA & CONTRATISTAS GENERALES JD & HN E.I.R.L.,-,2022,LIMA,06/07/2010,06/07/2010,2010.0,12.0,0,2022,0,1,2,11159976.41,1,0.0,0.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,LIMA/LIMA/SAN JUAN DE MIRAFLORES,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,2.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",0,0,0,0,23/09/2026 22:52,1,1,1,71.9,Alto
20542154366,CONSULTORES & EJECUTORES FRANK S.A.C. - CEFRANK S.A.C.,CEFRANK S.A.C.,2022,LIMA,18/03/2011,18/03/2011,2011.0,11.0,0,2020,2,2,1,100000.0,2,2.0,1.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,ANCASH/HUARAZ/INDEPENDENCIA,Principal - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,3.0,"Principal - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA | Secundaria 1 - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 2 - 7490 - OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS N.C.P.",0,0,0,0,23/09/2026 22:55,1,1,1,71.9,Alto
20556414123,ALCO CONSULTORES Y CONSTRUCTORES GENERALES SOCIEDAD ANONIMA CERRADA,-,2022,LIMA,06/02/2014,06/02/2014,2014.0,8.0,0,2022,0,1,1,40100384.53,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LIMA/LIMA/SAN ISIDRO,Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA,3.0,"Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 1 - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 2 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",0,0,0,0,23/09/2026 22:57,1,1,1,71.9,Alto
20600021045,CORPORACION AGAPE C & N S.R.L.,-,2022,LIMA,23/12/2014,01/02/2015,2015.0,7.0,0,2016,6,1,1,75475056.08,1,0.0,0.0,SOC.COM.RESPONS. LTDA,ACTIVO,HABIDO,,LIMA/LIMA/SAN ISIDRO,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL | Secundaria 2 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",0,0,0,0,23/09/2026 23:05,1,1,1,71.9,Alto
20600046218,AVENIDA CONTRATISTAS S.A.C. - AV CONTRATISTAS S.A.C.,-,2022,LIMA,09/01/2015,09/01/2015,2015.0,7.0,0,2022,0,1,1,17223828.86,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,PIURA/PIURA/PIURA,Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA,3.0,"Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 1 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN | Secundaria 2 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",1,0,0,0,23/09/2026 23:05,1,1,1,71.9,Alto
20600160347,C & G FORTALEZA S.R.L.,-,2022,LIMA,23/02/2015,01/03/2015,2015.0,7.0,0,2022,0,1,1,100000.0,1,1.0,1.0,SOC.COM.RESPONS. LTDA,ACTIVO,HABIDO,,LIMA/LIMA/VILLA EL SALVADOR,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL | Secundaria 2 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",0,0,0,0,23/09/2026 23:06,1,1,1,71.9,Alto
20600362161,INVERSIONES URMA S.A.C.,-,2022,LIMA,11/05/2015,11/05/2015,2015.0,7.0,0,2019,3,1,1,31902923.84,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LIMA/LIMA/ATE,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA | Secundaria 2 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",0,0,0,0,23/09/2026 23:08,1,1,1,71.9,Alto
20600377818,CONSTRUCTORA GREEN S.A.C.,-,2022,LIMA,15/05/2015,15/05/2015,2015.0,7.0,0,2020,2,1,1,50153588.78,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,SAN MARTIN/SAN MARTIN/TARAPOTO,Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA,3.0,"Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 1 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES | Secundaria 2 - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL",0,0,0,0,23/09/2026 23:08,1,1,1,71.9,Alto
20601263158,RIVER PLAZA CONTRATISTAS S.A.C.,-,2022,LIMA,31/05/2016,01/06/2016,2016.0,6.0,0,2021,1,1,2,100000.0,1,1.0,1.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LIMA/LIMA/MAGDALENA DEL MAR,Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA,3.0,"Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 1 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN | Secundaria 2 - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL",0,0,0,0,23/09/2026 23:12,1,1,1,71.9,Alto
20601955165,CONSTRUCTORA ZELDA S.A.C. - CONZEL S.A.C.,-,2022,LIMA,13/03/2017,13/03/2017,2017.0,5.0,0,2022,0,1,1,5411108.89,1,1.0,1.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LIMA/LIMA/ATE,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA | Secundaria 2 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",0,0,0,0,23/09/2026 23:15,1,1,1,71.9,Alto
20603476400,CONSTRUCOES ENGENHARIA E PAVIMENTACAO ENPAVI LTDA SUCURSAL DEL PERU,-,2022,LIMA,09/08/2018,09/08/2018,2018.0,4.0,0,2020,2,1,3,470313192.14,1,0.0,0.0,SUCURSALES O AG. DE EMP. EXTRANJ.,ACTIVO,HABIDO,,LIMA/LIMA/SANTIAGO DE SURCO,Principal - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,1.0,Principal - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,1,0,0,0,23/09/2026 23:19,1,1,1,71.9,Alto
20603550677,VCP CONSULTORES Y EJECUTORES S.A.C.,-,2022,LIMA,29/08/2018,29/08/2018,2018.0,4.0,0,2021,1,2,1,151126543.87,2,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LIMA/LIMA/SAN MARTIN DE PORRES,Principal - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL,3.0,"Principal - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL | Secundaria 1 - 7710 - ALQUILER Y ARRENDAMIENTO DE VEHÍCULOS AUTOMOTORES | Secundaria 2 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",0,0,0,0,23/09/2026 23:19,1,1,1,71.9,Alto
20604654531,CORPORACION MARED S.A.C.,CORPORACION MARED,2022,LIMA,04/05/2019,04/05/2019,2019.0,3.0,0,2022,0,1,1,100000.0,1,1.0,1.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LIMA/LIMA/LOS OLIVOS,"Principal - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",3.0,"Principal - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES | Secundaria 1 - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 2 - 4100 - CONSTRUCCIÓN DE EDIFICIOS",0,0,0,0,23/09/2026 23:21,1,1,1,71.9,Alto
20103921288,LORINSA CONTRATISTAS GENERALES S.R.LTDA,LORINSA SRL,2022,LORETO,21/04/1993,22/03/1982,1982.0,40.0,0,2005,17,4,1,38153174.57,4,1.0,0.25,SOC.COM.RESPONS. LTDA,ACTIVO,HABIDO,,LORETO/MAYNAS/IQUITOS,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 5221 - ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE TERRESTRE | Secundaria 2 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",0,0,0,0,23/09/2026 22:08,1,1,1,80.4,Muy alto
20351988143,J.B.G CONTRATISTAS GENERALES E.I.R.L,-,2022,LORETO,23/02/2000,23/02/2000,2000.0,22.0,0,2006,16,1,1,45601635.5,1,0.0,0.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,UCAYALI/CORONEL PORTILLO/CALLERIA,Principal - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN,1.0,Principal - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN,1,0,0,0,23/09/2026 22:10,1,1,1,80.4,Muy alto
20392307045,CONSTRUCTORA MARAÑON SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,COMAR S.R.LTDA.,2022,LORETO,09/10/1998,09/10/1998,1998.0,24.0,0,2018,4,1,1,40137157.08,1,0.0,0.0,SOC.COM.RESPONS. LTDA,ACTIVO,HABIDO,,AMAZONAS/BAGUA/BAGUA,Principal - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN,3.0,Principal - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN | Secundaria 1 - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 2 - 4330 - TERMINACIÓN Y ACABADO DE EDIFICIOS,2,0,0,0,23/09/2026 22:11,1,1,1,80.4,Muy alto
20393633990,CONSTRUCTORA PREIMAQ S.A.C.,-,2022,LORETO,22/10/2010,01/11/2010,2010.0,12.0,0,2013,9,5,1,391155488.48,5,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LORETO/MAYNAS/PUNCHANA,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,2.0,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4923 - TRANSPORTE DE CARGA POR CARRETERA,0,0,0,0,23/09/2026 22:13,1,1,1,80.4,Muy alto
20393644509,CONSTRUCTORA PAPELERA S.A.C.,-,2022,LORETO,13/05/2014,13/05/2014,2014.0,8.0,0,2020,2,1,1,3069902.67,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,UCAYALI/CORONEL PORTILLO/CALLERIA,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,2.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",0,0,0,0,23/09/2026 22:13,1,1,1,80.4,Muy alto
20393706628,EJECUTORES E INVERSIONES DE LA AMAZONIA S.R.L.,-,2022,LORETO,07/07/2011,07/07/2011,2011.0,11.0,0,2013,9,1,1,173647364.84,1,0.0,0.0,SOC.COM.RESPONS. LTDA,ACTIVO,HABIDO,,UCAYALI/CORONEL PORTILLO/CALLERIA,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,2.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",1,0,0,0,23/09/2026 22:13,1,1,1,80.4,Muy alto
20393877431,ESTORAQUE E.I.R.L.,-,2022,LORETO,09/08/2019,09/08/2019,2019.0,3.0,0,2019,3,1,1,4007646477.73,1,0.0,0.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,LORETO/MAYNAS/IQUITOS,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES | Secundaria 2 - 1410 - FABRICACIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL",0,0,0,0,23/09/2026 22:13,1,1,1,80.4,Muy alto
20450157008,INSTALACIONES ELECTROMECANICAS Y CIVILES INTELSA E.I.R.L.,-,2022,LORETO,18/07/2006,18/07/2006,2006.0,16.0,0,2017,5,1,1,100000.0,1,1.0,1.0,EMPRESA INDIVIDUAL DE RESP. LTDA,BAJA PROV. POR OFICIO,HABIDO,30/06/2026,SAN MARTIN/SAN MARTIN/TARAPOTO,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 7020 - ACTIVIDADES DE CONSULTORÍA DE GESTIÓN | Secundaria 2 - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,2,0,0,0,23/09/2026 22:19,1,1,1,80.4,Muy alto
20450252418,GARCAM EIRL,-,2022,LORETO,20/08/2007,01/09/2007,2007.0,15.0,0,2007,15,1,2,100000.0,1,1.0,1.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,SAN MARTIN/MOYOBAMBA/MOYOBAMBA,Principal - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,3.0,"Principal - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA | Secundaria 1 - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 2 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",0,1,0,0,23/09/2026 22:19,1,1,1,80.4,Muy alto
20489747244,CORPORACIÓN LUSAC E.I.R.L.,-,2022,LORETO,12/02/2009,12/02/2009,2009.0,13.0,0,2010,12,1,1,100000.0,1,1.0,1.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,HUANUCO/HUANUCO/AMARILIS,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4659 - VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO | Secundaria 2 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",0,0,0,0,23/09/2026 22:32,1,1,1,80.4,Muy alto
20493231236,ALVIME E.I.R.L.,-,2022,LORETO,06/05/2003,06/05/2003,2003.0,19.0,0,2009,13,2,1,100000.0,2,2.0,1.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,LORETO/MAYNAS/BELEN,Principal - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN,1.0,Principal - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN,0,0,0,0,23/09/2026 22:33,1,1,1,80.4,Muy alto
20493538633,INVERSIONES SAVAREN S.R.L.,-,2022,LORETO,26/12/2006,17/05/2007,2007.0,15.0,0,2022,0,1,1,39073079.86,1,0.0,0.0,SOC.COM.RESPONS. LTDA,ACTIVO,HABIDO,,LORETO/MAYNAS/IQUITOS,"Principal - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",3.0,"Principal - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES | Secundaria 1 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN | Secundaria 2 - 4100 - CONSTRUCCIÓN DE EDIFICIOS",0,0,0,0,23/09/2026 22:33,1,1,1,80.4,Muy alto
20493640322,CONSTRUCTORA O.M.C. SRL,-,2022,LORETO,19/10/2007,01/11/2007,2007.0,15.0,0,2022,0,1,1,71693594.46,1,0.0,0.0,SOC.COM.RESPONS. LTDA,ACTIVO,HABIDO,,LORETO/MAYNAS/IQUITOS,Principal - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN,1.0,Principal - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN,0,0,0,0,23/09/2026 22:33,1,1,1,80.4,Muy alto
20493644824,APJ CONTRATISTAS Y CONSULTORES S.R.L.,-,2022,LORETO,07/11/2007,07/11/2007,2007.0,15.0,0,2022,0,2,1,100000.0,2,2.0,1.0,SOC.COM.RESPONS. LTDA,ACTIVO,HABIDO,,LORETO/MAYNAS/IQUITOS,"Principal - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",3.0,"Principal - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES | Secundaria 1 - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 2 - 4220 - CONSTRUCCIÓN DE PROYECTOS DE SERVICIO PÚBLICO",1,0,0,0,23/09/2026 22:33,1,1,1,80.4,Muy alto
20493747399,ALFA & OMEGA CONSTRUCCIONES BIENES Y SERVICIOS E.I.R.L.,ALFOCOBES E.I.R.L.,2022,LORETO,31/03/2008,01/04/2008,2008.0,14.0,0,2020,2,1,1,100000.0,1,1.0,1.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,LORETO/MAYNAS/SAN JUAN BAUTISTA,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,2.0,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4719 - OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,0,0,0,0,23/09/2026 22:33,1,1,1,80.4,Muy alto
20493874587,MACO CONSTRUCTORES S.A.C.,-,2022,LORETO,01/07/2010,01/07/2010,2010.0,12.0,0,2013,9,2,1,100000.0,2,2.0,1.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LORETO/ALTO AMAZONAS/YURIMAGUAS,Principal - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL,2.0,"Principal - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL | Secundaria 1 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",0,0,0,0,23/09/2026 22:34,1,1,1,80.4,Muy alto
20494100429,BARRANCA CONSTRUCCIONES E.I.R.L.,-,2022,LORETO,04/01/2012,04/01/2012,2012.0,10.0,0,2022,0,1,1,100000.0,1,1.0,1.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,LORETO/ALTO AMAZONAS/YURIMAGUAS,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA | Secundaria 2 - 6920 - ACTIVIDADES DE CONTABILIDAD, TENEDURÍA DE LIBROS Y AUDITORÍA; CONSULTORÍA FISCAL",0,0,0,0,23/09/2026 22:34,1,1,1,80.4,Muy alto
20523070071,SHYRLE Y MUQUI CONSTRUCTORES S.A.C. - SHYRMUQUICSAC,-,2022,LORETO,31/08/2009,31/08/2009,2009.0,13.0,0,2013,9,1,1,14589158.88,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,PROV. CONST. DEL CALLAO/PROV. CONST. DEL CALLAO/VENTANILLA,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 7020 - ACTIVIDADES DE CONSULTORÍA DE GESTIÓN | Secundaria 2 - 7490 - OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS N.C.P.",0,0,0,0,23/09/2026 22:40,1,1,1,80.4,Muy alto
20528115897,CABALLERO CONTRATISTAS GENERALES E.I.R.L.,CABALLERO CONTRATISTAS GENERAL,2022,LORETO,01/09/2008,01/09/2008,2008.0,14.0,0,2012,10,3,1,653125769.72,3,0.0,0.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,LORETO/DATEM DEL MARAÑON/MANSERICHE,Principal - 4220 - CONSTRUCCIÓN DE PROYECTOS DE SERVICIO PÚBLICO,3.0,"Principal - 4220 - CONSTRUCCIÓN DE PROYECTOS DE SERVICIO PÚBLICO | Secundaria 1 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES | Secundaria 2 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",0,0,0,0,23/09/2026 22:42,1,1,1,80.4,Muy alto
20528162895,CONSTRUCTORA Y CONSULTORIA M.C EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-,2022,LORETO,06/02/2009,05/02/2009,2009.0,13.0,0,2019,3,1,1,153214442.1,1,0.0,0.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,LORETO/MAYNAS/IQUITOS,Principal - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN,3.0,"Principal - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN | Secundaria 1 - 4220 - CONSTRUCCIÓN DE PROYECTOS DE SERVICIO PÚBLICO | Secundaria 2 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",0,0,0,0,23/09/2026 22:43,1,1,1,80.4,Muy alto
20528181334,CPM INGENIERIA & CONSTRUCCION S.A.C,-,2022,LORETO,19/03/2009,19/03/2009,2009.0,13.0,0,2020,2,2,1,156685356.99,2,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LORETO/MAYNAS/IQUITOS,Principal - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL,3.0,"Principal - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL | Secundaria 1 - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA | Secundaria 2 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",0,0,0,0,23/09/2026 22:43,1,1,1,80.4,Muy alto
20528255982,ACES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ACES S.R.L.,2022,LORETO,28/09/2009,28/09/2009,2009.0,13.0,0,2016,6,1,1,100000.0,1,1.0,1.0,SOC.COM.RESPONS. LTDA,ACTIVO,HABIDO,,LORETO/MAYNAS/PUNCHANA,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 6810 - ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS | Secundaria 2 - 5510 - ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS,0,0,0,0,23/09/2026 22:43,1,1,1,80.4,Muy alto
