ruc,razon_social,nombre_comercial,anio,gore,fecha_inscripcion,fecha_inicio_actividades,anio_inicio_actividades,antiguedad_empresa,inicio_posterior_contratacion,primer_anio_contratacion,experiencia_contratacion,n_contratos,n_gores_anio,cmc,n_contratos_cmc_evaluables,n_supera_cmc,prop_supera_cmc,tipo_contribuyente,estado,condicion,fecha_baja,domicilio,actividad_principal,cantidad_rubros,actividades_economicas,sanciones_tcp_acum,penalidades_acum,inhabilitacion_judicial,inhabilitacion_administrativa,fecha_consulta_sunat,sunat_ok,tiene_info_sunat,tiene_info_proveedores_estado,puntaje_inco,rango_inco
10410713506,GARAGONDO BALBOA HERNAN,HG CONTRATISTAS,2021,HUANCAVELICA,18/05/2006,18/05/2006,2006.0,15.0,0,2008,13,1,1,24630818.36,1,0.0,0.0,PERSONA NATURAL CON NEGOCIO,ACTIVO,HABIDO,,AYACUCHO/HUAMANGA/AYACUCHO,Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA,3.0,Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 1 - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL | Secundaria 2 - 5221 - ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE TERRESTRE,0,9,0,0,23/09/2026 22:07,1,1,1,78.8,Muy alto
20451961196,CRISANTE EIRL,-,2021,HUANCAVELICA,07/08/2000,07/08/2000,2000.0,21.0,0,2010,11,1,1,41132110.28,1,0.0,0.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,LIMA/LIMA/BREÑA,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA | Secundaria 2 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",0,0,0,0,23/09/2026 22:20,1,1,1,78.8,Muy alto
20452840775,CHV INGENIEROS CONTRATISTAS GENERALES S.A.C.,CHV INGENIEROS SAC,2021,HUANCAVELICA,19/10/2006,19/10/2006,2006.0,15.0,0,2010,11,1,1,100000.0,1,1.0,1.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LIMA/LIMA/MAGDALENA DEL MAR,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 2 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",1,1,0,0,23/09/2026 22:20,1,1,1,78.8,Muy alto
20486136830,INATEC S.A.C.,INATEC SAC,2021,HUANCAVELICA,19/12/2003,19/12/2003,2003.0,18.0,0,2009,12,1,1,68330909.59,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,HUANCAVELICA/HUANCAVELICA/HUANCAVELICA,"Principal - 2395 - FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO",3.0,"Principal - 2395 - FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO | Secundaria 1 - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 2 - 4923 - TRANSPORTE DE CARGA POR CARRETERA",0,1,0,0,23/09/2026 22:26,1,1,1,78.8,Muy alto
20486404273,GIR INGENIERIA Y CONSTRUCCION CONTRATISTAS GENERALES S.A.C.,-,2021,HUANCAVELICA,14/02/2006,09/05/2006,2006.0,15.0,0,2013,8,2,1,100000.0,2,2.0,1.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LIMA/LIMA/ATE,Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA,3.0,"Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 1 - 2395 - FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO | Secundaria 2 - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL",1,7,0,0,23/09/2026 22:27,1,1,1,78.8,Muy alto
20486974886,YANG CONTRATISTAS E.I.R.L.,-,2021,HUANCAVELICA,29/12/2008,01/01/2009,2009.0,12.0,0,2018,3,1,1,100000.0,1,1.0,1.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,HUANCAVELICA/HUANCAVELICA/ASCENSION,Principal - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL,3.0,Principal - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL | Secundaria 1 - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA | Secundaria 2 - 7710 - ALQUILER Y ARRENDAMIENTO DE VEHÍCULOS AUTOMOTORES,0,0,0,0,23/09/2026 22:28,1,1,1,78.8,Muy alto
20487064522,CORPORACION SANTA BARBARA SOCIEDAD ANONIMA CERRADA,-,2021,HUANCAVELICA,12/11/2019,12/11/2019,2019.0,2.0,0,2021,0,1,1,18493455.49,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,JUNIN/HUANCAYO/CHILCA,Principal - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL,3.0,"Principal - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL | Secundaria 1 - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL | Secundaria 2 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",0,0,0,0,23/09/2026 22:28,1,1,1,78.8,Muy alto
20494341973,C&C RABATE S.R.L.,-,2021,HUANCAVELICA,27/08/2007,01/10/2007,2007.0,14.0,0,2010,11,1,1,100000.0,1,1.0,1.0,SOC.COM.RESPONS. LTDA,ACTIVO,HABIDO,,AYACUCHO/HUAMANGA/AYACUCHO,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL | Secundaria 2 - 4220 - CONSTRUCCIÓN DE PROYECTOS DE SERVICIO PÚBLICO,1,4,0,0,23/09/2026 22:34,1,1,1,78.8,Muy alto
20494665876,J & R CONSTRUCCIONES SOCIEDAD ANONIMA CERRADA,J & R CONSTRUCCIONES SAC,2021,HUANCAVELICA,10/12/2010,10/12/2010,2010.0,11.0,0,2018,3,1,1,100000.0,1,1.0,1.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,ICA/CHINCHA/PUEBLO NUEVO,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 2 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",0,1,0,0,23/09/2026 22:35,1,1,1,78.8,Muy alto
20494947774,MIFER OBRAS CIVILES EN GENERAL E.I.R.L.,-,2021,HUANCAVELICA,15/04/2010,15/04/2010,2010.0,11.0,0,2010,11,1,1,100000.0,1,1.0,1.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,AYACUCHO/HUAMANGA/AYACUCHO,Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA,3.0,Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 1 - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA | Secundaria 2 - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL,0,3,0,0,23/09/2026 22:35,1,1,1,78.8,Muy alto
20494951020,"ASESORIA, DISEÑO Y CONSTRUCCION CONTRATISTAS GENERALES SOCIEDAD ANONIMA CERRADA",ADC S.A.C.,2021,HUANCAVELICA,21/04/2010,21/04/2010,2010.0,11.0,0,2012,9,2,1,100000.0,2,2.0,1.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,ICA/ICA/ICA,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL | Secundaria 2 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",0,11,0,0,23/09/2026 22:35,1,1,1,78.8,Muy alto
20503865549,SPINE CENTER E.I.R.L.,SPINE CENTER E.I.R.L.,2021,HUANCAVELICA,25/02/2002,25/02/2002,2002.0,19.0,0,2021,0,1,1,100000.0,1,1.0,1.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,LIMA/LIMA/SAN MIGUEL,Principal - 8710 - ACTIVIDADES DE ATENCIÓN DE ENFERMERÍA EN INSTITUCIONES,2.0,Principal - 8710 - ACTIVIDADES DE ATENCIÓN DE ENFERMERÍA EN INSTITUCIONES | Secundaria 1 - 4690 - VENTA AL POR MAYOR NO ESPECIALIZADA,0,4,0,0,23/09/2026 22:37,1,1,1,78.8,Muy alto
20520970704,SPINE CONSTRUCTORA & INMOBILIARIA S.A.C.,-,2021,HUANCAVELICA,12/02/2009,16/02/2009,2009.0,12.0,0,2011,10,1,1,100000.0,1,1.0,1.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LIMA/LIMA/SAN ISIDRO,Principal - 4330 - TERMINACIÓN Y ACABADO DE EDIFICIOS,3.0,Principal - 4330 - TERMINACIÓN Y ACABADO DE EDIFICIOS | Secundaria 1 - 4390 - OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN | Secundaria 2 - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,0,4,0,0,23/09/2026 22:39,1,1,1,78.8,Muy alto
20568355041,CONTRATISTAS GENERALES CORNALINA E.I.R.L.,-,2021,HUANCAVELICA,28/05/2012,01/06/2012,2012.0,9.0,0,2019,2,1,1,45798430.88,1,0.0,0.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,JUNIN/HUANCAYO/HUANCAYO,Principal - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL,3.0,"Principal - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL | Secundaria 1 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES | Secundaria 2 - 4923 - TRANSPORTE DE CARGA POR CARRETERA",0,9,0,0,23/09/2026 23:00,1,1,1,78.8,Muy alto
20600180771,RBC CONSULTORES Y CONTRATISTAS S.A.C.,-,2021,HUANCAVELICA,02/03/2015,22/05/2015,2015.0,6.0,0,2018,3,1,1,38280289.29,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LIMA/LIMA/SANTA ANITA,Principal - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL,3.0,"Principal - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL | Secundaria 1 - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 2 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",0,16,0,0,23/09/2026 23:07,1,1,1,78.8,Muy alto
20600601891,LABORATORIO DE SUELOS CONCRETO Y ASFALTO GEO S.A.C.,-,2021,HUANCAVELICA,14/10/2024,14/10/2024,2024.0,,1,2017,4,1,1,100000.0,1,1.0,1.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,HUANCAVELICA/HUANCAVELICA/HUANCAVELICA,Principal - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,2.0,Principal - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA | Secundaria 1 - 7020 - ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,0,0,0,0,23/09/2026 23:10,1,1,1,78.8,Muy alto
20600661966,ACTIVIDAD DE CONSTRUCCIÓN LOGÍSTICA Y SERVICIOS SOCIEDAD ANÓNIMA CERRADA,-,2021,HUANCAVELICA,11/09/2015,11/09/2015,2015.0,6.0,0,2021,0,1,1,10882138.2,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,BAJA PROV. POR OFICIO,HABIDO,30/06/2026,JUNIN/HUANCAYO/HUANCAYO,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL | Secundaria 2 - 4923 - TRANSPORTE DE CARGA POR CARRETERA,0,1,0,0,23/09/2026 23:10,1,1,1,78.8,Muy alto
20600977661,"CHINA RAILWAY TUNNEL GROUP CO., LTD SUCURSAL DEL PERU",-,2021,HUANCAVELICA,01/02/2016,01/02/2016,2016.0,5.0,0,2021,0,1,2,20049599499.07,1,0.0,0.0,SUCURSALES O AG. DE EMP. EXTRANJ.,ACTIVO,HABIDO,,LIMA/LIMA/SAN ISIDRO,Principal - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL,3.0,"Principal - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL | Secundaria 1 - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 2 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",3,1,0,0,23/09/2026 23:11,1,1,1,78.8,Muy alto
20601480493,EJECUTORES Y CONSULTORES GUIZA S.A.C.,-,2021,HUANCAVELICA,08/06/2019,08/06/2019,2019.0,2.0,0,2021,0,1,1,100000.0,1,1.0,1.0,SOCIEDAD ANONIMA CERRADA,BAJA DE OFICIO,HABIDO,31/10/2024,JUNIN/HUANCAYO/HUANCAYO,Principal - 4649 - VENTA AL POR MAYOR DE OTROS ENSERES DOMÉSTICOS,3.0,"Principal - 4649 - VENTA AL POR MAYOR DE OTROS ENSERES DOMÉSTICOS | Secundaria 1 - 4773 - VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS | Secundaria 2 - 4630 - VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO",0,0,0,0,23/09/2026 23:13,1,1,1,78.8,Muy alto
20601714966,GROUP AVEP S.A.C.,-,2021,HUANCAVELICA,07/12/2016,07/12/2016,2016.0,5.0,0,2018,3,1,1,744668025.98,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LIMA/LIMA/SANTA ANITA,"Principal - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",3.0,"Principal - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN | Secundaria 1 - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 2 - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA",0,0,0,0,23/09/2026 23:14,1,1,1,78.8,Muy alto
20604269009,CHINA CIVIL ENGINEERING CONSTRUCTION CORPORATION SUCURSAL DEL PERU,CCECC,2021,HUANCAVELICA,23/02/2019,23/02/2019,2019.0,2.0,0,2021,0,1,2,16042757513.74,1,0.0,0.0,SUCURSALES O AG. DE EMP. EXTRANJ.,ACTIVO,HABIDO,,LIMA/LIMA/SAN ISIDRO,Principal - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL,3.0,Principal - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL | Secundaria 1 - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL | Secundaria 2 - 9609 - OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.,3,5,0,0,23/09/2026 23:20,1,1,1,78.8,Muy alto
20604315582,GRUPO JOBEKA SOCIEDAD ANÓNIMA CERRADA - GRUPO JOBEKA S.A.C.,-,2021,HUANCAVELICA,04/03/2019,04/03/2019,2019.0,2.0,0,2021,0,1,1,2707996.74,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,HUANCAVELICA/ANGARAES/LIRCAY,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL | Secundaria 2 - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,0,0,0,0,23/09/2026 23:21,1,1,1,78.8,Muy alto
20605034684,ZHEJIANG FIRST HYDRO & POWER CONSTRUCTION GROUP COMPANY LIMITED SUCURSAL DEL PERU,ZHEJIANG FIRST HYDRO,2021,HUANCAVELICA,23/07/2019,23/07/2019,2019.0,2.0,0,2021,0,1,1,1615405828.45,1,0.0,0.0,SUCURSALES O AG. DE EMP. EXTRANJ.,ACTIVO,HABIDO,,LIMA/LIMA/MIRAFLORES,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL | Secundaria 2 - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL,0,2,0,0,23/09/2026 23:22,1,1,1,78.8,Muy alto
20605487051,INIP INGENIERIA INTEGRACION DE PROYECTOS S.A.C.,-,2021,HUANCAVELICA,07/11/2019,07/11/2019,2019.0,2.0,0,2021,0,1,1,500000.0,1,1.0,1.0,SOCIEDAD ANONIMA CERRADA,SUSPENSION TEMPORAL,HABIDO,,LIMA/LIMA/SAN ISIDRO,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES | Secundaria 2 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",5,5,0,0,23/09/2026 23:23,1,1,1,78.8,Muy alto
99000030216,,,2021,HUANCAVELICA,,,,,0,2021,0,1,1,,0,,,,,,,,,,,0,3,0,0,,0,1,1,78.8,Muy alto
20393151812,CALYPSO CONTRATISTAS GENERALES S.A.C.,-,2021,HUANUCO,18/06/2004,18/06/2004,2004.0,17.0,0,2005,16,1,1,26688669.07,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,UCAYALI/CORONEL PORTILLO/YARINACOCHA,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN | Secundaria 2 - 7730 - ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA, EQUIPO Y BIENES TANGIBLES",0,0,0,0,23/09/2026 22:12,1,1,1,76.6,Muy alto
20489536979,CONSTRUCTORA Y CONSULTORA 'FISA' SOCIEDAD ANONIMA CERRADA,-,2021,HUANUCO,08/05/2007,05/07/2007,2007.0,14.0,0,2013,8,1,1,99122010.24,1,0.0,0.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,HUANUCO/HUANUCO/AMARILIS,Principal - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,3.0,Principal - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA | Secundaria 1 - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 2 - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL,0,2,0,0,23/09/2026 22:31,1,1,1,76.6,Muy alto
20492255981,PATBEZA S.A.C.,-,2021,HUANUCO,28/08/2008,13/11/2008,2008.0,13.0,0,2012,9,1,1,100000.0,1,1.0,1.0,SOCIEDAD ANONIMA CERRADA,BAJA DE OFICIO,HABIDO,31/01/2025,LIMA/LIMA/SANTIAGO DE SURCO,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL | Secundaria 2 - 8299 - OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.,0,0,0,0,23/09/2026 22:33,1,1,1,76.6,Muy alto
20516615088,OXIGAS CONTRATISTAS GENERALES S.R.L.,-,2021,HUANUCO,30/07/2007,01/08/2007,2007.0,14.0,0,2021,0,1,1,15805408.58,1,0.0,0.0,SOC.COM.RESPONS. LTDA,ACTIVO,HABIDO,,LIMA/LIMA/VILLA EL SALVADOR,Principal - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,3.0,Principal - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA | Secundaria 1 - 7020 - ACTIVIDADES DE CONSULTORÍA DE GESTIÓN | Secundaria 2 - 4329 - OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCIÓN,0,0,0,0,23/09/2026 22:39,1,1,1,76.6,Muy alto
20542191059,DAMBEZ COMPANY E.I.R.L.,-,2021,HUANUCO,07/05/2011,17/12/2011,2011.0,10.0,0,2020,1,2,2,163445326.5,2,0.0,0.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,ANCASH/HUARAZ/INDEPENDENCIA,Principal - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL,3.0,Principal - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL | Secundaria 1 - 4220 - CONSTRUCCIÓN DE PROYECTOS DE SERVICIO PÚBLICO | Secundaria 2 - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,0,1,0,0,23/09/2026 22:55,1,1,1,76.6,Muy alto
20547097069,M & S PROYECTS S.A.C.,-,2021,HUANUCO,06/03/2012,06/03/2012,2012.0,9.0,0,2020,1,1,2,100000.0,1,1.0,1.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LIMA/LIMA/MIRAFLORES,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4210 - CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL | Secundaria 2 - 3312 - REPARACIÓN DE MAQUINARIA,1,1,0,0,23/09/2026 22:56,1,1,1,76.6,Muy alto
20600106351,INVERSIONES Y SERVICIOS GENERALES ROALEN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,-,2021,HUANUCO,03/02/2015,03/02/2015,2015.0,6.0,0,2021,0,1,1,100000.0,1,1.0,1.0,EMPRESA INDIVIDUAL DE RESP. LTDA,ACTIVO,HABIDO,,HUANUCO/HUANUCO/HUANUCO,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 7110 - ACTIVIDADES DE ARQUITECTURA E INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA | Secundaria 2 - 4641 - VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO",0,0,0,0,23/09/2026 23:06,1,1,1,76.6,Muy alto
20601263158,RIVER PLAZA CONTRATISTAS S.A.C.,-,2021,HUANUCO,31/05/2016,01/06/2016,2016.0,5.0,0,2021,0,1,1,100000.0,1,1.0,1.0,SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,,LIMA/LIMA/MAGDALENA DEL MAR,Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA,3.0,"Principal - 4923 - TRANSPORTE DE CARGA POR CARRETERA | Secundaria 1 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN | Secundaria 2 - 4290 - CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL",0,0,0,0,23/09/2026 23:12,1,1,1,76.6,Muy alto
20602631258,CONSTRUCTORA KIMLOPJAS S.A.C.,-,2021,HUANUCO,15/11/2017,28/05/2014,2014.0,7.0,0,2020,1,1,1,100000.0,1,1.0,1.0,SOCIEDAD ANONIMA CERRADA,BAJA DE OFICIO,HABIDO,30/04/2026,HUANUCO/HUANUCO/AMARILIS,Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS,3.0,"Principal - 4100 - CONSTRUCCIÓN DE EDIFICIOS | Secundaria 1 - 4752 - VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA, PINTURAS Y PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS | Secundaria 2 - 4663 - VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA Y EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",0,0,0,0,23/09/2026 23:17,1,1,1,76.6,Muy alto
