ruc,anio,gore,n_contratos,n_gores_anio
20553792119,2022,LA LIBERTAD,1,1
20600167571,2022,LA LIBERTAD,2,1
20601226279,2022,LA LIBERTAD,1,1
20601649161,2022,LA LIBERTAD,1,2
20602206085,2022,LA LIBERTAD,1,1
20603476400,2022,LA LIBERTAD,2,3
10166907271,2022,LAMBAYEQUE,1,1
20230509353,2022,LAMBAYEQUE,2,1
20445576060,2022,LAMBAYEQUE,1,1
20477366172,2022,LAMBAYEQUE,1,1
20480403496,2022,LAMBAYEQUE,2,1
20480489196,2022,LAMBAYEQUE,1,1
20481446326,2022,LAMBAYEQUE,1,1
20487913791,2022,LAMBAYEQUE,1,1
20487931854,2022,LAMBAYEQUE,1,1
20509186961,2022,LAMBAYEQUE,1,1
20545316561,2022,LAMBAYEQUE,1,1
20561274968,2022,LAMBAYEQUE,2,1
20602922368,2022,LAMBAYEQUE,1,1
10076160312,2022,LIMA,1,1
10103454731,2022,LIMA,3,1
20231662244,2022,LIMA,1,1
20393675480,2022,LIMA,1,1
20407917104,2022,LIMA,1,1
20445200019,2022,LIMA,1,1
20489688990,2022,LIMA,1,1
20491331543,2022,LIMA,1,1
20494686369,2022,LIMA,1,1
20523386469,2022,LIMA,2,3
20529032464,2022,LIMA,1,1
20531049838,2022,LIMA,1,1
20531897251,2022,LIMA,1,1
20534094079,2022,LIMA,1,1
20536704231,2022,LIMA,1,2
20542154366,2022,LIMA,2,1
20556414123,2022,LIMA,1,1
20600021045,2022,LIMA,1,1
20600046218,2022,LIMA,1,1
20600160347,2022,LIMA,1,1
20600362161,2022,LIMA,1,1
20600377818,2022,LIMA,1,1
20601263158,2022,LIMA,1,2
20601955165,2022,LIMA,1,1
20603476400,2022,LIMA,1,3
20603550677,2022,LIMA,2,1
20604654531,2022,LIMA,1,1
20103921288,2022,LORETO,4,1
20351988143,2022,LORETO,1,1
20392307045,2022,LORETO,1,1
20393633990,2022,LORETO,5,1
20393644509,2022,LORETO,1,1
20393706628,2022,LORETO,1,1
20393877431,2022,LORETO,1,1
20450157008,2022,LORETO,1,1
20450252418,2022,LORETO,1,2
20489747244,2022,LORETO,1,1
20493231236,2022,LORETO,2,1
20493538633,2022,LORETO,1,1
20493640322,2022,LORETO,1,1
20493644824,2022,LORETO,2,1
20493747399,2022,LORETO,1,1
20493874587,2022,LORETO,2,1
20494100429,2022,LORETO,1,1
20523070071,2022,LORETO,1,1
20528115897,2022,LORETO,3,1
20528162895,2022,LORETO,1,1
20528181334,2022,LORETO,2,1
20528255982,2022,LORETO,1,1
20528323571,2022,LORETO,1,1
20528383808,2022,LORETO,2,1
20528457691,2022,LORETO,1,1
20528476300,2022,LORETO,2,1
20528481991,2022,LORETO,2,1
20529234504,2022,LORETO,1,1
20531396635,2022,LORETO,3,1
20541181556,2022,LORETO,1,1
20541243250,2022,LORETO,1,1
20541261401,2022,LORETO,1,1
20567140220,2022,LORETO,2,1
20567237061,2022,LORETO,5,1
20571135885,2022,LORETO,1,2
20572123228,2022,LORETO,1,1
20572260217,2022,LORETO,1,1
20600421353,2022,LORETO,1,2
20601740797,2022,LORETO,1,1
20604346011,2022,LORETO,1,1
20606258837,2022,LORETO,1,1
20607715425,2022,LORETO,1,1
20608845934,2022,LORETO,1,1
20450252418,2022,MADRE DE DIOS,2,2
20450299139,2022,MADRE DE DIOS,2,2
20489627770,2022,MADRE DE DIOS,1,1
20492123057,2022,MADRE DE DIOS,1,1
20600421353,2022,MADRE DE DIOS,1,2
20605665196,2022,MADRE DE DIOS,1,1
20606236892,2022,MADRE DE DIOS,1,1
20450519783,2022,PASCO,1,1
20486397714,2022,PASCO,1,2
20486513137,2022,PASCO,2,1
20486834529,2022,PASCO,1,2
20486960401,2022,PASCO,1,4
20486975939,2022,PASCO,1,2
20487065502,2022,PASCO,1,1
20489423775,2022,PASCO,1,1
20489430399,2022,PASCO,1,1
20489466741,2022,PASCO,1,1
20489522242,2022,PASCO,1,1
20489536979,2022,PASCO,3,3
20489537274,2022,PASCO,3,1
20489544998,2022,PASCO,2,1
20489585325,2022,PASCO,1,2
20489739900,2022,PASCO,3,1
20489748054,2022,PASCO,1,1
20514402346,2022,PASCO,1,1
20517623394,2022,PASCO,2,3
20528901361,2022,PASCO,3,2
20528917951,2022,PASCO,2,2
20528924221,2022,PASCO,1,1
20528953086,2022,PASCO,1,1
20529068655,2022,PASCO,1,1
20529111259,2022,PASCO,1,1
20529137720,2022,PASCO,1,1
20529166151,2022,PASCO,1,1
20529186429,2022,PASCO,1,1
20529202998,2022,PASCO,1,1
20529230851,2022,PASCO,1,1
20533976540,2022,PASCO,1,1
20539807162,2022,PASCO,1,1
20541541439,2022,PASCO,1,1
20541559214,2022,PASCO,1,1
20542451735,2022,PASCO,1,1
20542471337,2022,PASCO,1,1
20542577836,2022,PASCO,2,1
20547097069,2022,PASCO,1,3
20551950990,2022,PASCO,1,1
20568235810,2022,PASCO,1,1
20568894180,2022,PASCO,1,1
20569048916,2022,PASCO,1,1
20571244153,2022,PASCO,2,1
20571288363,2022,PASCO,1,1
20573098731,2022,PASCO,3,1
20600592786,2022,PASCO,1,1
20603194676,2022,PASCO,1,2
20604063290,2022,PASCO,1,1
20604441103,2022,PASCO,1,1
20604520062,2022,PASCO,2,1
20604553947,2022,PASCO,1,1
20604694621,2022,PASCO,1,1
20604977411,2022,PASCO,1,1
20606797533,2022,PASCO,1,1
20608946889,2022,PASCO,1,1
20609789621,2022,PASCO,1,1
20102428197,2022,PIURA,1,1
20353947614,2022,PIURA,1,1
20357499691,2022,PIURA,2,1
20399546487,2022,PIURA,1,1
20445667618,2022,PIURA,1,1
20484104302,2022,PIURA,1,1
20488077717,2022,PIURA,1,1
20525441220,2022,PIURA,1,1
20525491677,2022,PIURA,1,1
20525526721,2022,PIURA,1,1
20525975950,2022,PIURA,2,1
20526090111,2022,PIURA,2,1
20526146191,2022,PIURA,2,1
20526323581,2022,PIURA,1,1
20526331762,2022,PIURA,2,1
20530091075,2022,PIURA,2,1
20530147127,2022,PIURA,1,2
20530192262,2022,PIURA,1,1
20602350364,2022,PIURA,1,1
20602773133,2022,PIURA,1,1
20605474960,2022,PIURA,1,1
20605845101,2022,PIURA,2,1
20606291729,2022,PIURA,1,1
20606584653,2022,PIURA,1,1
20232650444,2022,PUNO,1,3
20384753125,2022,PUNO,1,1
20447845211,2022,PUNO,1,1
20448053599,2022,PUNO,2,1
20461112227,2022,PUNO,1,1
20363610936,2022,SAN MARTIN,1,2
20393885531,2022,SAN MARTIN,2,1
20450119254,2022,SAN MARTIN,2,1
20450186440,2022,SAN MARTIN,1,2
20450278051,2022,SAN MARTIN,3,1
20450299139,2022,SAN MARTIN,2,2
20450312259,2022,SAN MARTIN,2,1
20450326713,2022,SAN MARTIN,3,2
20452477671,2022,SAN MARTIN,2,1
20477150242,2022,SAN MARTIN,1,1
20493537742,2022,SAN MARTIN,1,1
20493975421,2022,SAN MARTIN,1,1
20494015740,2022,SAN MARTIN,2,1
20494079713,2022,SAN MARTIN,1,1
20528350462,2022,SAN MARTIN,1,1
20531599404,2022,SAN MARTIN,1,1
20533651918,2022,SAN MARTIN,1,1
20542247453,2022,SAN MARTIN,1,1
20542312450,2022,SAN MARTIN,1,1
20542330512,2022,SAN MARTIN,1,1
20547581891,2022,SAN MARTIN,1,1
20560034289,2022,SAN MARTIN,2,1
20572185924,2022,SAN MARTIN,1,1
20600505557,2022,SAN MARTIN,1,1
20600683650,2022,SAN MARTIN,1,2
20601123844,2022,SAN MARTIN,1,1
20601139457,2022,SAN MARTIN,1,1
20601456070,2022,SAN MARTIN,1,1
20601638488,2022,SAN MARTIN,1,1
20602206174,2022,SAN MARTIN,1,1
20603282265,2022,SAN MARTIN,1,1
20604718598,2022,SAN MARTIN,1,1
20607046175,2022,SAN MARTIN,1,1
10004760617,2022,TACNA,1,1
20119916705,2022,TACNA,1,1
20218090550,2022,TACNA,2,1
20232650444,2022,TACNA,1,3
20268887785,2022,TACNA,1,2
20363610936,2022,TACNA,1,2
20406330495,2022,TACNA,3,1
20447647096,2022,TACNA,2,1
20447781655,2022,TACNA,2,1
20448245668,2022,TACNA,1,1
20449384050,2022,TACNA,1,1
20507991662,2022,TACNA,1,2
20532656347,2022,TACNA,3,1
20542703483,2022,TACNA,1,1
20565699955,2022,TACNA,1,1
20600426975,2022,TACNA,2,1
20601016347,2022,TACNA,1,1
20601771641,2022,TACNA,1,1
20409278753,2022,TUMBES,1,1
20409285024,2022,TUMBES,1,1
20409366024,2022,TUMBES,1,1
20409401113,2022,TUMBES,1,1
20409462091,2022,TUMBES,1,1
20409472991,2022,TUMBES,1,1
20409473700,2022,TUMBES,1,1
20409487913,2022,TUMBES,1,1
20477216952,2022,TUMBES,1,1
20481014612,2022,TUMBES,1,1
20483789867,2022,TUMBES,1,1
20483981202,2022,TUMBES,1,1
20484022675,2022,TUMBES,1,1
20484033952,2022,TUMBES,5,1
20484206997,2022,TUMBES,2,1
20525413871,2022,TUMBES,2,1
20525460950,2022,TUMBES,2,1
20600122526,2022,TUMBES,1,1
20600588151,2022,TUMBES,1,1
20602371442,2022,TUMBES,1,2
20351699621,2022,UCAYALI,1,1
20352127109,2022,UCAYALI,1,1
20352428648,2022,UCAYALI,1,1
20378395152,2022,UCAYALI,1,1
20393281279,2022,UCAYALI,2,1
20393313146,2022,UCAYALI,1,1
20393336863,2022,UCAYALI,1,1
20393340208,2022,UCAYALI,1,1
20393418321,2022,UCAYALI,1,1
20393523973,2022,UCAYALI,1,1
20393667894,2022,UCAYALI,1,1
20501522601,2022,UCAYALI,1,1
20523013603,2022,UCAYALI,1,1
20542049228,2022,UCAYALI,1,2
20601888361,2022,UCAYALI,1,1
10466648707,2024,AMAZONAS,1,1
20479790303,2024,AMAZONAS,1,1
20479808440,2024,AMAZONAS,1,1
20480059850,2024,AMAZONAS,1,1
20480113064,2024,AMAZONAS,1,1
20480123884,2024,AMAZONAS,1,1
20480427913,2024,AMAZONAS,1,1
20480791305,2024,AMAZONAS,1,1
20480836252,2024,AMAZONAS,1,1
20487499685,2024,AMAZONAS,1,1
20487976955,2024,AMAZONAS,10,1
20488071603,2024,AMAZONAS,1,1
20491560496,2024,AMAZONAS,1,2
20491617439,2024,AMAZONAS,1,1
20495931472,2024,AMAZONAS,1,2
20510100604,2024,AMAZONAS,1,1
20515869647,2024,AMAZONAS,1,1
20517623394,2024,AMAZONAS,1,1
20531455313,2024,AMAZONAS,1,2
20560168994,2024,AMAZONAS,2,3
20561239542,2024,AMAZONAS,1,1
20561260070,2024,AMAZONAS,1,1
20570698304,2024,AMAZONAS,1,2
20600040040,2024,AMAZONAS,1,1
20600143051,2024,AMAZONAS,1,1
20600147600,2024,AMAZONAS,1,1
20600197739,2024,AMAZONAS,1,1
20600357248,2024,AMAZONAS,1,1
20600979192,2024,AMAZONAS,1,1
20601446741,2024,AMAZONAS,1,1
20601832811,2024,AMAZONAS,1,1
20606918144,2024,AMAZONAS,1,1
20607214914,2024,AMAZONAS,1,1
20607492337,2024,AMAZONAS,1,1
20610241191,2024,AMAZONAS,1,2
20610381538,2024,AMAZONAS,1,1
20611111241,2024,AMAZONAS,2,1
20205328662,2024,ANCASH,1,2
20461112227,2024,ANCASH,1,2
20489532981,2024,ANCASH,1,3
20571184151,2024,ANCASH,1,1
20602937934,2024,ANCASH,1,1
10004967122,2024,AREQUIPA,1,1
10005125583,2024,AREQUIPA,1,1
10181420761,2024,AREQUIPA,1,1
10224118100,2024,AREQUIPA,1,1
10293806492,2024,AREQUIPA,1,1
10295907024,2024,AREQUIPA,1,1
10453522542,2024,AREQUIPA,1,2
20226217003,2024,AREQUIPA,1,2
20406455603,2024,AREQUIPA,1,1
20412823711,2024,AREQUIPA,1,1
20447635080,2024,AREQUIPA,1,1
20448056261,2024,AREQUIPA,1,1
20448080308,2024,AREQUIPA,1,1
20452345251,2024,AREQUIPA,1,1
20478157976,2024,AREQUIPA,1,1
20482396331,2024,AREQUIPA,1,1
20488496442,2024,AREQUIPA,1,1
20489532981,2024,AREQUIPA,1,3
20494637074,2024,AREQUIPA,1,2
20494784450,2024,AREQUIPA,1,1
20494883865,2024,AREQUIPA,2,2
20498258116,2024,AREQUIPA,1,1
20506606722,2024,AREQUIPA,1,1
20523386469,2024,AREQUIPA,1,2
20523534590,2024,AREQUIPA,1,1
20531607784,2024,AREQUIPA,1,1
20534166240,2024,AREQUIPA,2,3
20536290916,2024,AREQUIPA,1,1
20539013441,2024,AREQUIPA,1,1
20541653156,2024,AREQUIPA,1,3
20564171761,2024,AREQUIPA,1,1
20571395364,2024,AREQUIPA,1,1
20600002717,2024,AREQUIPA,1,2
20600935845,2024,AREQUIPA,1,1
20601016347,2024,AREQUIPA,1,1
20601771641,2024,AREQUIPA,1,2
20603147465,2024,AREQUIPA,1,1
20603476400,2024,AREQUIPA,1,2
20611168528,2024,AREQUIPA,1,1
99000032707,2024,AREQUIPA,1,1
99000035293,2024,AREQUIPA,2,3
20536612972,2024,AYACUCHO,1,5
20537169207,2024,AYACUCHO,1,2
20602842330,2024,AYACUCHO,1,2
20119756821,2024,CAJAMARCA,1,1
20368833089,2024,CAJAMARCA,1,1
20451464567,2024,CAJAMARCA,1,1
20480188404,2024,CAJAMARCA,1,3
20491552981,2024,CAJAMARCA,2,1
20495751229,2024,CAJAMARCA,1,1
20534166240,2024,CAJAMARCA,1,3
20570646681,2024,CAJAMARCA,1,1
20570690079,2024,CAJAMARCA,1,1
20570698304,2024,CAJAMARCA,2,2
20570709861,2024,CAJAMARCA,1,1
20570740866,2024,CAJAMARCA,1,1
20600798937,2024,CAJAMARCA,1,1
20609906066,2024,CAJAMARCA,1,1
20610241191,2024,CAJAMARCA,1,2
20215462910,2024,CALLAO,1,1
20399019355,2024,CALLAO,1,1
20440439129,2024,CALLAO,1,1
20481567549,2024,CALLAO,1,1
20482100580,2024,CALLAO,1,2
20482817026,2024,CALLAO,1,1
20523071042,2024,CALLAO,1,1
20545316561,2024,CALLAO,1,1
20552238665,2024,CALLAO,1,1
20556700487,2024,CALLAO,1,1
20559507769,2024,CALLAO,1,2
20601460204,2024,CALLAO,1,1
20601595096,2024,CALLAO,1,1
20609132079,2024,CALLAO,1,1
20106758477,2024,CUSCO,1,2
20489558433,2024,CUSCO,1,2
20493537742,2024,CUSCO,1,4
20527164207,2024,CUSCO,1,1
20559291901,2024,CUSCO,1,1
20606079941,2024,CUSCO,1,1
20611055944,2024,CUSCO,1,1
20100047218,2024,HUANCAVELICA,1,1
20486299038,2024,HUANCAVELICA,1,1
20486404273,2024,HUANCAVELICA,2,2
20600827252,2024,HUANCAVELICA,1,1
20602768261,2024,HUANCAVELICA,1,1
20605238468,2024,HUANCAVELICA,1,1
20226217003,2024,HUANUCO,1,2
20407836872,2024,HUANUCO,1,2
20486743302,2024,HUANUCO,1,3
20486751151,2024,HUANUCO,2,1
20487913791,2024,HUANUCO,2,1
20489466741,2024,HUANUCO,1,1
20489475228,2024,HUANUCO,1,1
20489536979,2024,HUANUCO,2,2
20489544998,2024,HUANUCO,1,2
20489558433,2024,HUANUCO,1,2
20489650674,2024,HUANUCO,1,2
20489717175,2024,HUANUCO,1,1
20514155403,2024,HUANUCO,1,1
20515422154,2024,HUANUCO,1,3
20528910433,2024,HUANUCO,1,2
20529066521,2024,HUANUCO,1,3
20529169842,2024,HUANUCO,1,1
20529202998,2024,HUANUCO,1,4
20531054327,2024,HUANUCO,1,1
20534013508,2024,HUANUCO,1,1
20542191059,2024,HUANUCO,3,2
20542344653,2024,HUANUCO,1,1
20542531097,2024,HUANUCO,1,1
20552839073,2024,HUANUCO,1,2
20568838352,2024,HUANUCO,1,1
20571135885,2024,HUANUCO,2,1
20571395283,2024,HUANUCO,1,4
20571420067,2024,HUANUCO,3,1
20573041977,2024,HUANUCO,1,2
20573068743,2024,HUANUCO,1,1
20573078897,2024,HUANUCO,1,1
20573098731,2024,HUANUCO,2,2
20573195427,2024,HUANUCO,1,1
20573264097,2024,HUANUCO,1,1
20573333081,2024,HUANUCO,2,2
20600021045,2024,HUANUCO,1,2
20600142152,2024,HUANUCO,1,1
20600172744,2024,HUANUCO,1,1
20600184416,2024,HUANUCO,1,1
20600259688,2024,HUANUCO,1,1
20600330722,2024,HUANUCO,1,1
20600347633,2024,HUANUCO,1,1
20600349466,2024,HUANUCO,1,1
20601161321,2024,HUANUCO,1,1
20601421586,2024,HUANUCO,1,1
20601486505,2024,HUANUCO,1,1
20602473903,2024,HUANUCO,1,1
20602486894,2024,HUANUCO,1,2
20602500463,2024,HUANUCO,1,1
20602633960,2024,HUANUCO,1,1
20602924701,2024,HUANUCO,2,1
20604048746,2024,HUANUCO,1,1
20604488517,2024,HUANUCO,1,1
20605583718,2024,HUANUCO,1,1
20606330732,2024,HUANUCO,1,1
20606862581,2024,HUANUCO,1,1
20606908815,2024,HUANUCO,1,1
20608077163,2024,HUANUCO,3,3
20608386794,2024,HUANUCO,2,1
20608515551,2024,HUANUCO,1,1
20610563580,2024,HUANUCO,1,1
20610882499,2024,HUANUCO,1,1
10401925461,2024,ICA,1,1
20407412592,2024,ICA,1,2
20452457726,2024,ICA,1,1
20452777470,2024,ICA,1,1
20452795532,2024,ICA,1,1
20493606736,2024,ICA,1,1
20494263484,2024,ICA,2,1
20494565065,2024,ICA,1,1
20494665876,2024,ICA,1,1
20494674352,2024,ICA,1,1
20494690552,2024,ICA,3,1
20510711824,2024,ICA,1,1
20528910433,2024,ICA,1,2
20531065019,2024,ICA,1,2
20534175664,2024,ICA,1,1
20534220473,2024,ICA,2,1
20534500247,2024,ICA,3,1
20534517131,2024,ICA,1,1
20535195715,2024,ICA,1,1
20541653156,2024,ICA,1,3
20544528026,2024,ICA,1,1
20600029798,2024,ICA,1,3
20600136586,2024,ICA,1,1
20600292979,2024,ICA,1,1
20600472233,2024,ICA,1,1
20600998448,2024,ICA,1,1
20601158362,2024,ICA,1,1
20603202954,2024,ICA,1,1
20604191522,2024,ICA,1,1
20604749591,2024,ICA,1,1
20605898905,2024,ICA,2,1
20606457945,2024,ICA,1,1
20607935972,2024,ICA,1,1
20261295246,2024,JUNIN,1,2
20282062080,2024,JUNIN,2,1
20399273146,2024,JUNIN,1,2
20401507818,2024,JUNIN,1,1
20407412592,2024,JUNIN,2,2
20461112227,2024,JUNIN,1,2
20486093847,2024,JUNIN,1,1
20486103079,2024,JUNIN,4,1
20486132338,2024,JUNIN,3,1
20486243750,2024,JUNIN,1,1
20486404273,2024,JUNIN,1,2
20486558742,2024,JUNIN,1,1
20486573113,2024,JUNIN,1,1
20486625954,2024,JUNIN,1,1
20486743302,2024,JUNIN,1,3
20486807122,2024,JUNIN,1,1
20486812479,2024,JUNIN,1,1
20486887568,2024,JUNIN,1,1
20486960401,2024,JUNIN,3,1
20486995450,2024,JUNIN,1,1
20487047512,2024,JUNIN,3,1
20487065502,2024,JUNIN,1,1
20487176169,2024,JUNIN,1,1
20489371791,2024,JUNIN,1,1
20489430399,2024,JUNIN,1,1
20489432413,2024,JUNIN,1,1
20489544998,2024,JUNIN,2,2
20489626706,2024,JUNIN,1,2
20489684145,2024,JUNIN,1,2
20489739900,2024,JUNIN,1,2
20493537742,2024,JUNIN,1,4
20494252521,2024,JUNIN,2,1
20494854172,2024,JUNIN,1,1
20494951020,2024,JUNIN,3,2
20528917951,2024,JUNIN,2,1
20528924221,2024,JUNIN,1,1
20529068655,2024,JUNIN,1,2
20529104988,2024,JUNIN,1,1
20531455313,2024,JUNIN,1,2
20534666218,2024,JUNIN,1,1
20534839091,2024,JUNIN,1,1
20535886033,2024,JUNIN,1,1
20536612972,2024,JUNIN,1,5
20541417851,2024,JUNIN,1,1
20541453815,2024,JUNIN,2,1
20541462644,2024,JUNIN,2,1
20541556380,2024,JUNIN,1,1
20541592777,2024,JUNIN,1,1
20542153980,2024,JUNIN,1,1
20546099220,2024,JUNIN,1,1
20557209752,2024,JUNIN,1,1
20568003790,2024,JUNIN,1,1
20568050283,2024,JUNIN,2,1
20568161786,2024,JUNIN,4,1
20568163487,2024,JUNIN,1,1
20568196491,2024,JUNIN,1,1
20568210078,2024,JUNIN,1,1
20568223307,2024,JUNIN,1,1
20568237430,2024,JUNIN,1,1
20568275013,2024,JUNIN,4,1
20568327773,2024,JUNIN,1,1
20568345755,2024,JUNIN,3,1
20568360801,2024,JUNIN,1,1
20568535376,2024,JUNIN,2,1
20568684614,2024,JUNIN,1,1
20568927886,2024,JUNIN,1,1
20568971273,2024,JUNIN,1,1
20569064792,2024,JUNIN,1,1
20571395283,2024,JUNIN,1,4
20573041977,2024,JUNIN,1,2
20573819731,2024,JUNIN,1,1
20573884711,2024,JUNIN,2,1
20574702322,2024,JUNIN,1,1
20600021045,2024,JUNIN,5,2
20600029798,2024,JUNIN,3,3
20600060652,2024,JUNIN,1,1
20600140893,2024,JUNIN,1,1
20600160347,2024,JUNIN,2,1
20600180771,2024,JUNIN,3,1
20600258231,2024,JUNIN,1,1
20600644531,2024,JUNIN,1,1
20600696654,2024,JUNIN,1,1
20600704762,2024,JUNIN,1,1
20601409829,2024,JUNIN,1,1
20601714966,2024,JUNIN,1,1
20601762316,2024,JUNIN,1,1
20601792789,2024,JUNIN,1,1
20602125247,2024,JUNIN,1,1
20602246575,2024,JUNIN,1,1
20602262201,2024,JUNIN,1,1
20602429670,2024,JUNIN,1,2
20602648967,2024,JUNIN,1,1
20603206186,2024,JUNIN,1,1
20603433867,2024,JUNIN,2,1
20603554257,2024,JUNIN,1,1
20604863806,2024,JUNIN,1,1
20605423877,2024,JUNIN,1,1
20605623612,2024,JUNIN,1,1
20606460199,2024,JUNIN,1,1
20607687898,2024,JUNIN,1,1
20607804134,2024,JUNIN,1,1
20608429191,2024,JUNIN,1,1
20608699181,2024,JUNIN,1,1
20608817141,2024,JUNIN,1,1
20609212129,2024,JUNIN,1,1
20609958023,2024,JUNIN,1,1
20610065571,2024,JUNIN,1,1
20610305670,2024,JUNIN,1,1
20610414878,2024,JUNIN,1,1
20610515887,2024,JUNIN,1,1
20610907076,2024,JUNIN,1,1
20611005734,2024,JUNIN,1,1
20611286962,2024,JUNIN,1,1
20611396652,2024,JUNIN,1,1
10103154931,2024,LA LIBERTAD,1,1
10167869667,2024,LA LIBERTAD,2,1
10179063455,2024,LA LIBERTAD,2,1
10267064780,2024,LA LIBERTAD,2,1
10404371865,2024,LA LIBERTAD,1,1
10405680888,2024,LA LIBERTAD,1,1
10413692518,2024,LA LIBERTAD,1,1
10417310245,2024,LA LIBERTAD,1,1
10421685253,2024,LA LIBERTAD,1,1
10426481915,2024,LA LIBERTAD,1,1
10453522542,2024,LA LIBERTAD,1,2
20100028698,2024,LA LIBERTAD,1,1
20134676508,2024,LA LIBERTAD,1,1
20144691173,2024,LA LIBERTAD,2,1
20205328662,2024,LA LIBERTAD,3,2
20354444594,2024,LA LIBERTAD,1,1
20354826799,2024,LA LIBERTAD,2,1
20355337619,2024,LA LIBERTAD,2,1
20393340208,2024,LA LIBERTAD,1,2
20398604734,2024,LA LIBERTAD,1,1
20438958771,2024,LA LIBERTAD,1,1
20440178147,2024,LA LIBERTAD,1,1
20477156445,2024,LA LIBERTAD,1,1
20477216952,2024,LA LIBERTAD,1,1
20481030146,2024,LA LIBERTAD,1,1
20481146951,2024,LA LIBERTAD,1,1
20481265704,2024,LA LIBERTAD,1,1
20481446326,2024,LA LIBERTAD,1,1
20481475342,2024,LA LIBERTAD,1,1
20481561265,2024,LA LIBERTAD,4,1
20481871027,2024,LA LIBERTAD,1,1
20481966672,2024,LA LIBERTAD,1,1
20482100580,2024,LA LIBERTAD,1,2
20482530592,2024,LA LIBERTAD,1,1
20494397090,2024,LA LIBERTAD,1,1
20494883865,2024,LA LIBERTAD,1,2
20495042333,2024,LA LIBERTAD,1,1
20495875891,2024,LA LIBERTAD,1,1
20496014686,2024,LA LIBERTAD,1,1
20525333923,2024,LA LIBERTAD,1,2
20529656751,2024,LA LIBERTAD,2,1
20536612972,2024,LA LIBERTAD,1,5
20537169207,2024,LA LIBERTAD,1,2
20539094930,2024,LA LIBERTAD,1,1
20544771478,2024,LA LIBERTAD,2,1
20601226279,2024,LA LIBERTAD,3,1
20601488257,2024,LA LIBERTAD,1,1
20602455085,2024,LA LIBERTAD,1,1
20602523129,2024,LA LIBERTAD,1,1
20602842330,2024,LA LIBERTAD,1,2
20605515739,2024,LA LIBERTAD,1,1
20606265892,2024,LA LIBERTAD,1,1
20611394315,2024,LA LIBERTAD,1,1
10164660775,2024,LAMBAYEQUE,2,1
20164843263,2024,LAMBAYEQUE,1,1
20445200019,2024,LAMBAYEQUE,1,2
20480403496,2024,LAMBAYEQUE,3,2
20487698882,2024,LAMBAYEQUE,1,1
20487931854,2024,LAMBAYEQUE,1,1
20488351398,2024,LAMBAYEQUE,1,1
20491656761,2024,LAMBAYEQUE,2,2
20495669301,2024,LAMBAYEQUE,1,1
20495973981,2024,LAMBAYEQUE,1,1
20496149425,2024,LAMBAYEQUE,2,1
20515422154,2024,LAMBAYEQUE,1,3
20517562158,2024,LAMBAYEQUE,1,1
20525333923,2024,LAMBAYEQUE,1,2
20525909221,2024,LAMBAYEQUE,1,1
20534166240,2024,LAMBAYEQUE,1,3
20536612972,2024,LAMBAYEQUE,1,5
20539023323,2024,LAMBAYEQUE,4,1
20540071595,2024,LAMBAYEQUE,1,1
20542072637,2024,LAMBAYEQUE,1,1
20542350033,2024,LAMBAYEQUE,1,3
20560168994,2024,LAMBAYEQUE,2,3
20561126934,2024,LAMBAYEQUE,2,1
20571505488,2024,LAMBAYEQUE,1,1
20600721179,2024,LAMBAYEQUE,2,2
20601642604,2024,LAMBAYEQUE,1,1
20602126120,2024,LAMBAYEQUE,2,1
20602698409,2024,LAMBAYEQUE,2,1
20603025301,2024,LAMBAYEQUE,1,1
20604451648,2024,LAMBAYEQUE,1,1
20604942480,2024,LAMBAYEQUE,1,1
20605524649,2024,LAMBAYEQUE,1,1
20607488003,2024,LAMBAYEQUE,1,1
99000035293,2024,LAMBAYEQUE,1,3
20298049822,2024,LIMA,1,1
20300116192,2024,LIMA,1,1
20393340208,2024,LIMA,1,2
20393667894,2024,LIMA,1,1
20408010498,2024,LIMA,1,1
20445200019,2024,LIMA,2,2
20445558592,2024,LIMA,1,1
20481456712,2024,LIMA,2,1
20482435417,2024,LIMA,1,1
20484107239,2024,LIMA,1,1
20486743302,2024,LIMA,2,3
20486976404,2024,LIMA,2,1
20486990903,2024,LIMA,1,1
20489304687,2024,LIMA,1,1
20489536979,2024,LIMA,1,2
20489739900,2024,LIMA,1,2
20491358077,2024,LIMA,1,1
20495031137,2024,LIMA,3,1
20502322711,2024,LIMA,1,1
20502496035,2024,LIMA,2,1
20506003351,2024,LIMA,1,1
20507991662,2024,LIMA,1,1
20509958875,2024,LIMA,1,1
20514405442,2024,LIMA,4,1
20515422154,2024,LIMA,1,3
20515485318,2024,LIMA,1,1
20516419572,2024,LIMA,2,1
20517785530,2024,LIMA,1,1
20521479991,2024,LIMA,1,1
20523386469,2024,LIMA,1,2
20529066521,2024,LIMA,1,3
20529202998,2024,LIMA,2,4
20531049838,2024,LIMA,1,1
20531065019,2024,LIMA,1,2
20531808763,2024,LIMA,1,1
20531857381,2024,LIMA,1,1
20533652213,2024,LIMA,3,3
20533974415,2024,LIMA,1,1
20534002646,2024,LIMA,1,1
20534016949,2024,LIMA,1,2
20534179571,2024,LIMA,1,1
20534861185,2024,LIMA,1,1
20537185661,2024,LIMA,1,1
20541546660,2024,LIMA,1,1
20542059291,2024,LIMA,2,1
20542191059,2024,LIMA,1,2
20543604951,2024,LIMA,1,1
20546813569,2024,LIMA,1,1
20549823565,2024,LIMA,1,1
20552839073,2024,LIMA,1,2
