id_contrato,ruc,gore,fecha,anio,monto_contrato
5159,20393358247,LORETO,29/04/2021,2021,3581282.61
5164,20393584336,LORETO,17/03/2021,2021,9778766.04
5161,20393633990,LORETO,26/03/2021,2021,23898670.63
5151,20393633990,LORETO,23/11/2021,2021,11677923.37
5163,20450256243,LORETO,22/03/2021,2021,9722359.88
5158,20451375548,LORETO,11/05/2021,2021,2132192.69
5156,20451375548,LORETO,06/07/2021,2021,7114813.94
5165,20489304687,LORETO,22/02/2021,2021,79683530.71
5163,20489627770,LORETO,22/03/2021,2021,9722359.88
5162,20493606736,LORETO,23/03/2021,2021,34632857.93
5154,20493748018,LORETO,20/08/2021,2021,2250000.0
5161,20493874587,LORETO,26/03/2021,2021,23898670.63
5160,20493874587,LORETO,16/04/2021,2021,4932500.0
5153,20528115897,LORETO,27/10/2021,2021,41400000.0
5148,20528115897,LORETO,23/12/2021,2021,9430000.0
5157,20528181334,LORETO,08/06/2021,2021,31300000.0
5162,20528255982,LORETO,23/03/2021,2021,34632857.93
5157,20528255982,LORETO,08/06/2021,2021,31300000.0
5158,20528428755,LORETO,11/05/2021,2021,2132192.69
5165,20529066521,LORETO,22/02/2021,2021,79683530.71
5152,20531396635,LORETO,19/11/2021,2021,1099074.83
5150,20541181556,LORETO,16/12/2021,2021,1096173.84
5149,20541181556,LORETO,17/12/2021,2021,610700.0
5165,20542531097,LORETO,22/02/2021,2021,79683530.71
5155,20567140220,LORETO,16/08/2021,2021,2350000.0
5154,20567140220,LORETO,20/08/2021,2021,2250000.0
5159,20600114965,LORETO,29/04/2021,2021,3581282.61
5148,20600898800,LORETO,23/12/2021,2021,9430000.0
5155,20601202574,LORETO,16/08/2021,2021,2350000.0
5157,20602078788,LORETO,08/06/2021,2021,31300000.0
5651,20344483702,PASCO,18/06/2021,2021,27059460.57
5651,20456317376,PASCO,18/06/2021,2021,27059460.57
5649,20486783606,PASCO,06/10/2021,2021,87979956.18
5654,20486867290,PASCO,17/02/2021,2021,1543636.52
5653,20489682363,PASCO,20/04/2021,2021,7570346.9
5650,20489682363,PASCO,25/06/2021,2021,7570346.9
5652,20529230851,PASCO,12/05/2021,2021,494524.21
5651,20534029927,PASCO,18/06/2021,2021,27059460.57
5650,20573212020,PASCO,25/06/2021,2021,7570346.9
5654,20600079787,PASCO,17/02/2021,2021,1543636.52
5653,20600819331,PASCO,20/04/2021,2021,7570346.9
5650,20600819331,PASCO,25/06/2021,2021,7570346.9
5649,20600977661,PASCO,06/10/2021,2021,87979956.18
6113,20275449751,PIURA,18/06/2021,2021,47683933.54
6118,20357499691,PIURA,19/02/2021,2021,50298232.54
6119,20426128803,PIURA,20/01/2021,2021,39564528.71
6114,20440577947,PIURA,17/06/2021,2021,2557092.26
6113,20477150242,PIURA,18/06/2021,2021,47683933.54
6108,20477366172,PIURA,30/11/2021,2021,9562023.74
6114,20483778075,PIURA,17/06/2021,2021,2557092.26
6111,20483851171,PIURA,05/10/2021,2021,17034789.85
6117,20491656761,PIURA,19/03/2021,2021,3075134.74
6112,20525491677,PIURA,10/09/2021,2021,5475419.26
6115,20525985751,PIURA,04/05/2021,2021,1596955.08
6116,20525985751,PIURA,04/05/2021,2021,497597.52
6111,20526146191,PIURA,05/10/2021,2021,17034789.85
6115,20526331762,PIURA,04/05/2021,2021,1596955.08
6109,20528964878,PIURA,12/11/2021,2021,2323340.01
6110,20530035671,PIURA,22/10/2021,2021,4557232.96
6110,20530091075,PIURA,22/10/2021,2021,4557232.96
6119,20600456467,PIURA,20/01/2021,2021,39564528.71
6108,20600625498,PIURA,30/11/2021,2021,9562023.74
6197,20447677831,PUNO,23/11/2021,2021,29724937.99
6199,20448307523,PUNO,18/02/2021,2021,840270.67
6198,20448497047,PUNO,18/11/2021,2021,30977956.16
6197,20448562396,PUNO,23/11/2021,2021,29724937.99
6196,20448562396,PUNO,30/11/2021,2021,7652879.09
6198,20486960401,PUNO,18/11/2021,2021,30977956.16
6196,20542703483,PUNO,30/11/2021,2021,7652879.09
6380,20450324184,SAN MARTIN,14/10/2021,2021,29970588.57
6381,20477366172,SAN MARTIN,12/10/2021,2021,2497430.0
6377,20489174023,SAN MARTIN,01/12/2021,2021,951444.34
6378,20489747244,SAN MARTIN,08/11/2021,2021,11074101.37
6383,20542312450,SAN MARTIN,18/05/2021,2021,493000.0
6378,20542330512,SAN MARTIN,08/11/2021,2021,11074101.37
6380,20542374218,SAN MARTIN,14/10/2021,2021,29970588.57
6379,20542374218,SAN MARTIN,27/10/2021,2021,2885088.66
6382,20572218369,SAN MARTIN,07/10/2021,2021,406274.97
6382,20572250505,SAN MARTIN,07/10/2021,2021,406274.97
6381,20600179714,SAN MARTIN,12/10/2021,2021,2497430.0
6376,20600453565,SAN MARTIN,03/12/2021,2021,531496.84
6375,20601456070,SAN MARTIN,30/12/2021,2021,445646.59
6376,20603358504,SAN MARTIN,03/12/2021,2021,531496.84
6511,10004760617,TACNA,01/07/2021,2021,4181109.41
6504,10004760617,TACNA,20/10/2021,2021,1193333.81
6501,10004760617,TACNA,07/12/2021,2021,5212552.31
6503,20119916705,TACNA,05/11/2021,2021,12809124.34
6508,20133176404,TACNA,06/09/2021,2021,7105489.65
6507,20406330495,TACNA,23/09/2021,2021,18886728.86
6506,20406330495,TACNA,27/09/2021,2021,1978650.49
6509,20447647096,TACNA,03/09/2021,2021,29244810.2
6502,20447647096,TACNA,30/11/2021,2021,5277151.4
6501,20449384050,TACNA,07/12/2021,2021,5212552.31
6513,20456317376,TACNA,08/03/2021,2021,23317371.33
6510,20456317376,TACNA,19/07/2021,2021,23317371.33
6499,20456317376,TACNA,30/12/2021,2021,43195394.49
6505,20477530665,TACNA,11/10/2021,2021,4181109.41
6499,20513051833,TACNA,30/12/2021,2021,43195394.49
6508,20519658501,TACNA,06/09/2021,2021,7105489.65
6511,20520021338,TACNA,01/07/2021,2021,4181109.41
6509,20521378531,TACNA,03/09/2021,2021,29244810.2
6512,20532656347,TACNA,03/05/2021,2021,5406753.03
6507,20532656347,TACNA,23/09/2021,2021,18886728.86
6506,20532656347,TACNA,27/09/2021,2021,1978650.49
6504,20533059890,TACNA,20/10/2021,2021,1193333.81
6500,20533059890,TACNA,13/12/2021,2021,4181109.41
6503,20601016347,TACNA,05/11/2021,2021,12809124.34
6512,20601265002,TACNA,03/05/2021,2021,5406753.03
6513,20601898463,TACNA,08/03/2021,2021,23317371.33
6510,20601898463,TACNA,19/07/2021,2021,23317371.33
6499,20601898463,TACNA,30/12/2021,2021,43195394.49
6505,20604357951,TACNA,11/10/2021,2021,4181109.41
6957,20409211411,TUMBES,08/06/2021,2021,3870148.12
6956,20409461019,TUMBES,09/11/2021,2021,5886429.66
