DEPARTAMENTO,FECHA,EMPRESA_1,EMPRESA_2,EMPRESA_3,EMPRESA_4,EMPRESA_5,EMPRESA_6,EMPRESA_7,EMPRESA_8,EMPRESA_9,MONTO
AYACUCHO,12/04/2022,20574605980,20534576146,,,,,,,,"2,160,652.32"
AYACUCHO,10/10/2023,20101031854,20611485078,,,,,,,,"26,533,471.41"
AYACUCHO,02/10/2023,20106758477,20537169207,20602842330,,,,,,,"294,696,625.27"
AYACUCHO,15/09/2023,20407412592,20148020966,,,,,,,,"5,691,291.75"
AYACUCHO,04/10/2024,20537169207,20602842330,20536612972,,,,,,,"380,839,457.95"
CAJAMARCA,29/12/2005,20100626757,,,,,,,,,"3,670,027.68"
CAJAMARCA,07/12/2005,20495641806,,,,,,,,,"38,490.04"
CAJAMARCA,25/11/2005,20100057361,20108664640,,,,,,,,"4,343,609.72"
CAJAMARCA,23/11/2005,20416087653,20503080576,20125900675,20507697047,20331876373,,,,,"4,201,287.30"
CAJAMARCA,17/11/2005,20453539076,,,,,,,,,"476,762.22"
CAJAMARCA,15/11/2005,20531375981,,,,,,,,,"730,195.10"
CAJAMARCA,09/11/2005,20453849695,,,,,,,,,"478,003.58"
CAJAMARCA,28/10/2005,20453808581,,,,,,,,,"85,366.21"
CAJAMARCA,21/10/2005,20173126345,,,,,,,,,"1,461,645.50"
CAJAMARCA,20/10/2005,10166310607,,,,,,,,,"429,127.99"
CAJAMARCA,19/10/2005,10181178375,,,,,,,,,"293,951.65"
CAJAMARCA,14/10/2005,20411383190,,,,,,,,,"273,161.27"
CAJAMARCA,12/10/2005,20368770656,,,,,,,,,"263,340.32"
CAJAMARCA,12/10/2005,20344955051,,,,,,,,,"790,990.33"
CAJAMARCA,22/08/2005,20100045517,20100082391,,,,,,,,"47,841,190.00"
CAJAMARCA,12/08/2005,20531375981,,,,,,,,,"624,013.39"
CAJAMARCA,04/07/2005,20301552115,,,,,,,,,"698,706.56"
CAJAMARCA,04/07/2005,20495664849,,,,,,,,,"689,128.49"
CAJAMARCA,30/11/2006,20178080106,,,,,,,,,"1,109,160.15"
CAJAMARCA,29/11/2006,10266316998,,,,,,,,,"262,257.95"
CAJAMARCA,24/11/2006,10192296850,,,,,,,,,"340,442.05"
CAJAMARCA,24/11/2006,20453767371,,,,,,,,,"194,907.70"
CAJAMARCA,13/11/2006,10266009807,,,,,,,,,"215,866.92"
CAJAMARCA,13/10/2006,10266463532,,,,,,,,,"131,338.10"
CAJAMARCA,11/10/2006,20131354950,10164082861,10102838721,,,,,,,"3,374,018.22"
CAJAMARCA,11/10/2006,20495765360,,,,,,,,,"474,587.54"
CAJAMARCA,06/10/2006,20268887785,,,,,,,,,"1,336,291.09"
CAJAMARCA,05/10/2006,20453822061,,,,,,,,,"583,800.69"
CAJAMARCA,25/09/2006,20495660428,,,,,,,,,"427,693.90"
CAJAMARCA,21/09/2006,20479945943,,,,,,,,,"102,509.46"
CAJAMARCA,12/09/2006,20102177925,,,,,,,,,"1,975,810.18"
CAJAMARCA,12/09/2006,20257427022,,,,,,,,,"1,236,792.24"
CAJAMARCA,12/09/2006,10102838721,10164082861,,,,,,,,"2,040,420.74"
CAJAMARCA,11/09/2006,20102177925,,,,,,,,,"1,306,818.69"
CAJAMARCA,07/09/2006,20283944116,,,,,,,,,"40,325.53"
CAJAMARCA,07/09/2006,10266009807,,,,,,,,,"203,824.77"
CAJAMARCA,06/09/2006,20495756701,,,,,,,,,"100,699.62"
CAJAMARCA,28/08/2006,20453728804,,,,,,,,,"106,093.11"
CAJAMARCA,17/08/2006,20495677070,,,,,,,,,"104,805.00"
CAJAMARCA,17/08/2006,20411383190,,,,,,,,,"78,631.30"
CAJAMARCA,08/08/2006,20495745253,,,,,,,,,"71,803.39"
CAJAMARCA,03/08/2006,20440453032,,,,,,,,,"60,775.64"
CAJAMARCA,03/08/2006,10166512960,,,,,,,,,"346,448.27"
CAJAMARCA,21/07/2006,20495756701,,,,,,,,,"83,176.07"
CAJAMARCA,20/07/2006,20110614609,,,,,,,,,"1,356,440.89"
CAJAMARCA,19/07/2006,20480983042,,,,,,,,,"144,978.74"
CAJAMARCA,19/07/2006,20495792171,,,,,,,,,"423,673.74"
CAJAMARCA,19/07/2006,20479945943,,,,,,,,,"76,705.41"
CAJAMARCA,19/07/2006,20283944116,,,,,,,,,"44,162.11"
CAJAMARCA,12/07/2006,10266348563,,,,,,,,,"92,384.62"
CAJAMARCA,10/07/2006,20440453032,,,,,,,,,"214,891.97"
CAJAMARCA,10/07/2006,20495745253,,,,,,,,,"396,742.72"
CAJAMARCA,07/07/2006,20453833004,,,,,,,,,"771,767.40"
CAJAMARCA,15/05/2006,20394956865,,,,,,,,,"193,876.97"
CAJAMARCA,15/05/2006,20163906661,,,,,,,,,"808,294.39"
CAJAMARCA,03/05/2006,20453694390,,,,,,,,,"979,001.80"
CAJAMARCA,13/02/2008,20495919693,,,,,,,,,"30,921.00"
CAJAMARCA,20/12/2007,20114110966,10266295575,,,,,,,,"1,469,052.82"
CAJAMARCA,07/12/2007,20495699804,,,,,,,,,"267,316.59"
CAJAMARCA,07/12/2007,20495728758,,,,,,,,,"498,192.35"
CAJAMARCA,08/12/2007,20368900967,,,,,,,,,"475,509.45"
CAJAMARCA,27/11/2007,20368900967,,,,,,,,,"194,360.92"
CAJAMARCA,09/11/2007,20495883052,,,,,,,,,"180,241.60"
CAJAMARCA,08/11/2007,20495950264,,,,,,,,,"476,971.54"
CAJAMARCA,17/10/2007,20495780831,,,,,,,,,"360,992.18"
CAJAMARCA,17/10/2007,20495780831,,,,,,,,,"107,650.97"
CAJAMARCA,26/09/2007,10266989259,,,,,,,,,"383,517.50"
CAJAMARCA,13/09/2007,20495950264,,,,,,,,,"484,883.65"
CAJAMARCA,13/09/2007,20495642284,,,,,,,,,"213,314.62"
CAJAMARCA,27/07/2007,20453822061,,,,,,,,,"48,338.83"
CAJAMARCA,26/02/2007,20142565715,20145769249,20101361056,20510413301,,,,,,"1,788,732.53"
CAJAMARCA,26/02/2007,10079403402,20264419434,20121907781,,,,,,,"2,271,123.12"
CAJAMARCA,26/11/2008,20368900967,,,,,,,,,"110,254.61"
CAJAMARCA,28/10/2008,10102838721,,,,,,,,,"1,538,699.33"
CAJAMARCA,29/09/2008,10295936318,,,,,,,,,"945,328.48"
CAJAMARCA,03/09/2008,10266009807,,,,,,,,,"752,614.83"
CAJAMARCA,01/09/2008,20453822061,,,,,,,,,"60,507.34"
CAJAMARCA,28/08/2008,10274216943,,,,,,,,,"154,412.39"
CAJAMARCA,18/08/2008,20453728804,,,,,,,,,"20,695.27"
CAJAMARCA,11/08/2008,20484346659,20483983086,,,,,,,,"1,331,358.20"
CAJAMARCA,21/07/2008,10266295575,10266854892,,,,,,,,"4,305,603.18"
CAJAMARCA,09/07/2008,20439867087,,,,,,,,,"1,010,708.63"
CAJAMARCA,27/06/2008,10266009807,10102838721,,,,,,,,"2,018,724.48"
CAJAMARCA,12/06/2008,10165410446,20495970702,20102428197,,,,,,,"1,824,668.31"
CAJAMARCA,23/05/2008,20503981298,20324547399,,,,,,,,"1,747,418.65"
CAJAMARCA,03/04/2008,10266265129,,,,,,,,,"156,284.12"
CAJAMARCA,01/04/2008,20495923534,,,,,,,,,"126,771.91"
CAJAMARCA,31/03/2008,20479658456,,,,,,,,,"540,275.61"
CAJAMARCA,17/03/2008,20453822061,,,,,,,,,"278,163.75"
CAJAMARCA,14/02/2008,20495775837,,,,,,,,,"45,019.17"
CAJAMARCA,28/12/2009,20325976455,,,,,,,,,"991,006.16"
CAJAMARCA,23/12/2009,10295936318,,,,,,,,,"179,897.16"
CAJAMARCA,11/12/2009,20277393779,20525517226,20398345453,20525530087,,,,,,"1,745,567.95"
CAJAMARCA,30/11/2009,20453728804,20495775837,,,,,,,,"352,937.86"
CAJAMARCA,23/11/2009,20495775837,,,,,,,,,"355,189.87"
CAJAMARCA,19/11/2009,20453839037,20228844251,,,,,,,,"2,039,119.84"
CAJAMARCA,04/11/2009,20442303135,,,,,,,,,"1,903,790.10"
CAJAMARCA,04/11/2009,20495824803,,,,,,,,,"77,388.07"
CAJAMARCA,13/10/2009,20368900967,,,,,,,,,"174,494.86"
CAJAMARCA,02/10/2009,20480167822,20527026238,20442303135,,,,,,,"6,691,553.02"
CAJAMARCA,11/09/2009,10102838721,10266009807,,,,,,,,"1,475,226.79"
CAJAMARCA,07/08/2009,10266009807,10102838721,,,,,,,,"1,903,395.54"
CAJAMARCA,30/07/2009,20453819435,20453627951,20228844251,,,,,,,"1,437,705.58"
CAJAMARCA,23/07/2009,20495607292,,,,,,,,,"422,387.00"
CAJAMARCA,16/07/2009,20502837479,20163906661,,,,,,,,"1,269,046.67"
CAJAMARCA,13/07/2009,20285552886,10295936318,,,,,,,,"1,239,115.29"
CAJAMARCA,10/07/2009,10266989259,10266348563,10191893641,,,,,,,"1,256,810.89"
CAJAMARCA,03/07/2009,20496067615,,,,,,,,,"512,364.95"
CAJAMARCA,02/07/2009,10295936318,,,,,,,,,"412,431.79"
CAJAMARCA,22/06/2009,10266989259,10266348563,10191893641,,,,,,,"1,248,140.43"
CAJAMARCA,26/05/2009,20495775837,,,,,,,,,"123,640.76"
CAJAMARCA,14/04/2009,20274419637,,,,,,,,,"688,816.25"
CAJAMARCA,27/03/2009,20252530861,20507399534,,,,,,,,"4,728,442.54"
CAJAMARCA,10/03/2009,10295936318,,,,,,,,,"483,194.73"
CAJAMARCA,19/02/2009,20453822061,,,,,,,,,"216,757.68"
CAJAMARCA,20/01/2009,20439867087,10266009807,,,,,,,,"829,869.22"
CAJAMARCA,26/11/2010,20398345453,20482328173,,,,,,,,"555,556.50"
CAJAMARCA,17/11/2010,20525517226,20398345453,10176407471,,,,,,,"1,532,295.50"
CAJAMARCA,19/10/2010,20470005565,20252530861,20507399534,,,,,,,"6,652,090.92"
CAJAMARCA,21/09/2010,20491744627,,,,,,,,,"93,446.10"
CAJAMARCA,21/09/2010,10102838721,10424363389,10026903608,10164082861,10266009807,20495787924,,,,"4,864,524.89"
CAJAMARCA,27/08/2010,10266105989,,,,,,,,,"292,085.01"
CAJAMARCA,15/07/2010,20508703911,20163906661,20503379521,,,,,,,"790,605.64"
CAJAMARCA,16/06/2010,20505096721,20495909621,,,,,,,,"764,292.96"
CAJAMARCA,11/06/2010,10266215512,,,,,,,,,"398,154.30"
CAJAMARCA,27/05/2010,20495730221,,,,,,,,,"155,246.55"
CAJAMARCA,27/05/2010,20495910807,,,,,,,,,"107,531.00"
CAJAMARCA,06/12/2011,10267053842,10266009807,20502837479,20439867087,,,,,,"1,668,002.18"
CAJAMARCA,22/11/2011,20102502001,,,,,,,,,"1,861,468.84"
CAJAMARCA,21/10/2011,20495792171,20441725931,20491744627,,,,,,,"1,053,651.62"
CAJAMARCA,20/10/2011,20543182274,20460678600,20489272467,20505885725,,,,,,"4,697,025.74"
CAJAMARCA,17/10/2011,20491608529,,,,,,,,,"165,438.10"
CAJAMARCA,20/09/2011,20535983829,20514023914,,,,,,,,"28,872,301.74"
CAJAMARCA,15/09/2011,20491635178,,,,,,,,,"103,304.72"
CAJAMARCA,15/09/2011,20529360127,,,,,,,,,"59,352.80"
CAJAMARCA,09/09/2011,20503993890,20513051833,,,,,,,,"1,170,724.02"
CAJAMARCA,19/08/2011,20491608529,,,,,,,,,"280,985.21"
CAJAMARCA,22/07/2011,20453833004,20148020966,,,,,,,,"2,376,302.94"
CAJAMARCA,28/06/2011,20495870589,,,,,,,,,"36,164.51"
CAJAMARCA,27/06/2011,20495656234,20495659179,10414384752,20495950264,20453705774,10421685253,,,,"3,125,608.30"
CAJAMARCA,16/06/2011,20525500501,20484048712,20525327362,,,,,,,"1,536,524.00"
CAJAMARCA,21/03/2011,20102502001,,,,,,,,,"826,401.37"
CAJAMARCA,06/12/2012,20480403496,20487611191,,,,,,,,"974,428.99"
CAJAMARCA,02/10/2012,20529419202,,,,,,,,,"225,385.10"
CAJAMARCA,07/09/2012,10266316998,,,,,,,,,"427,481.59"
CAJAMARCA,04/09/2012,20140404552,20127619965,,,,,,,,"6,389,749.81"
CAJAMARCA,13/07/2012,10421751621,,,,,,,,,"712,481.24"
CAJAMARCA,03/07/2012,20325976455,,,,,,,,,"876,587.04"
CAJAMARCA,03/07/2012,10193287374,,,,,,,,,"740,533.12"
CAJAMARCA,03/07/2012,20453627951,20501557227,20453766561,,,,,,,"1,820,525.53"
CAJAMARCA,25/06/2012,20512030204,20506426155,,,,,,,,"3,164,391.44"
CAJAMARCA,10/05/2012,20480919204,20483981202,,,,,,,,"6,356,891.96"
CAJAMARCA,15/10/2013,20138397352,,,,,,,,,"551,936.35"
CAJAMARCA,11/09/2013,20482680055,20324547399,20495665900,20326387593,20489522242,,,,,"3,771,705.38"
CAJAMARCA,10/09/2013,20453839037,20491744627,20495792171,,,,,,,"995,614.45"
CAJAMARCA,26/08/2013,20355337619,20491657902,,,,,,,,"918,077.07"
CAJAMARCA,13/08/2013,20491657902,,,,,,,,,"438,996.90"
CAJAMARCA,09/07/2013,20103639426,20487358194,,,,,,,,"1,316,588.98"
CAJAMARCA,03/07/2013,20487611191,20506426155,,,,,,,,"3,014,382.78"
CAJAMARCA,14/05/2013,20495995951,10414384752,,,,,,,,"1,222,307.97"
CAJAMARCA,12/12/2014,20393292637,20393230879,20352374963,,,,,,,"7,517,973.00"
CAJAMARCA,04/12/2014,20496021038,20559557511,10266009807,20363610936,,,,,,"7,585,388.09"
CAJAMARCA,23/09/2014,20477398023,,,,,,,,,"68,781.20"
CAJAMARCA,21/08/2014,20529492031,,,,,,,,,"64,838.80"
CAJAMARCA,06/08/2014,20453795153,20402986655,,,,,,,,"7,073,503.56"
CAJAMARCA,30/07/2014,20570678702,20570518501,,,,,,,,"36,041.87"
CAJAMARCA,21/07/2014,20546167241,20479771007,20136318323,,,,,,,"7,603,003.91"
CAJAMARCA,16/05/2014,10166599593,20488137639,20261682363,,,,,,,"982,184.76"
CAJAMARCA,05/03/2014,20381089721,20396652715,,,,,,,,"3,853,169.69"
CAJAMARCA,07/12/2015,20459107925,20548123888,,,,,,,,"80,337,911.92"
CAJAMARCA,11/09/2015,20529698918,20439639700,20529513641,20570885244,,,,,,"5,124,296.07"
CAJAMARCA,03/08/2016,20570531787,20228844251,,,,,,,,"659,380.28"
CAJAMARCA,29/12/2017,20570508297,20495896898,,,,,,,,"556,440.48"
CAJAMARCA,28/12/2017,20453649840,20570740866,20453653103,,,,,,,"5,409,264.74"
CAJAMARCA,27/12/2017,20529614081,20348938704,,,,,,,,"12,357,269.75"
CAJAMARCA,09/11/2017,10266989259,,,,,,,,,"2,759,214.43"
CAJAMARCA,03/11/2017,20601887526,20453767371,20570531787,,,,,,,"793,730.91"
CAJAMARCA,24/10/2017,20439639700,20600931041,20481908800,,,,,,,"4,113,415.45"
CAJAMARCA,24/10/2017,20570797388,20453795153,,,,,,,,"3,016,500.00"
CAJAMARCA,09/10/2017,20266458089,20488137639,,,,,,,,"4,943,996.95"
CAJAMARCA,03/10/2017,20570531787,20228844251,,,,,,,,"784,394.00"
CAJAMARCA,02/08/2017,20453807933,20495821537,,,,,,,,"593,829.09"
CAJAMARCA,19/07/2017,20570863194,20529308982,,,,,,,,"1,746,500.00"
CAJAMARCA,19/07/2017,20453649840,20495821961,,,,,,,,"1,734,148.94"
CAJAMARCA,28/06/2017,20495775837,20495724680,,,,,,,,"785,684.35"
CAJAMARCA,28/06/2017,10266009807,20529325488,20496021038,,,,,,,"7,604,209.51"
CAJAMARCA,26/06/2017,20600044207,20601649161,20453695957,,,,,,,"2,087,294.37"
CAJAMARCA,23/06/2017,10266009807,20491657902,,,,,,,,"3,013,419.04"
CAJAMARCA,21/06/2017,20453649840,20453688667,20601130522,,,,,,,"3,182,681.99"
CAJAMARCA,20/06/2017,20495888950,,,,,,,,,"1,568,313.44"
CAJAMARCA,05/04/2017,20325976455,,,,,,,,,"3,202,289.63"
CAJAMARCA,14/11/2018,20453795153,,,,,,,,,"5,624,295.61"
CAJAMARCA,05/11/2018,20570531787,20601264383,,,,,,,,"924,339.32"
CAJAMARCA,12/10/2018,20602013481,20495865747,,,,,,,,"1,838,205.69"
CAJAMARCA,06/09/2018,20453649840,20601130522,20453653103,,,,,,,"6,253,779.22"
CAJAMARCA,05/09/2018,20100151627,,,,,,,,,"162,599,230.13"
CAJAMARCA,08/06/2018,20453695957,20491635763,,,,,,,,"917,215.75"
CAJAMARCA,08/06/2018,20602926231,20495751229,,,,,,,,"2,540,951.43"
CAJAMARCA,08/06/2018,20484044997,20533923004,,,,,,,,"2,313,565.03"
CAJAMARCA,23/05/2018,20494163269,20602085237,,,,,,,,"765,000.00"
CAJAMARCA,17/05/2018,20600495772,20453795153,,,,,,,,"1,638,878.62"
CAJAMARCA,10/05/2018,10266009807,20529486902,,,,,,,,"488,627.95"
CAJAMARCA,27/03/2018,20495948871,20488040988,20601461634,,,,,,,"5,151,511.43"
CAJAMARCA,23/10/2019,20496021038,,,,,,,,,"2,177,679.98"
CAJAMARCA,11/10/2019,20496159811,,,,,,,,,"6,080,782.43"
CAJAMARCA,18/09/2019,20570531787,,,,,,,,,"1,193,098.41"
CAJAMARCA,23/07/2019,20529486902,20496014686,,,,,,,,"563,843.32"
CAJAMARCA,11/07/2019,20496159811,,,,,,,,,"2,390,427.73"
CAJAMARCA,10/12/2020,20453649840,20560107006,,,,,,,,"363,620.06"
CAJAMARCA,14/08/2020,20602340547,20601116082,,,,,,,,"88,760,837.60"
CAJAMARCA,07/08/2020,20529698918,20600381726,,,,,,,,"3,436,780.60"
CAJAMARCA,03/08/2020,20496014686,20529626330,,,,,,,,"6,787,155.57"
CAJAMARCA,31/07/2020,20529698918,20600381726,,,,,,,,"7,449,323.31"
CAJAMARCA,21/02/2022,20495865747,20600044207,,,,,,,,"23,232,710.00"
CAJAMARCA,03/11/2021,20496021038,20495865747,,,,,,,,"5,282,234.59"
CAJAMARCA,03/11/2021,20495865747,20601473454,,,,,,,,"3,416,460.79"
CAJAMARCA,30/06/2021,20529467606,20496159811,,,,,,,,"9,167,870.71"
CAJAMARCA,12/05/2021,20496159811,20529467606,,,,,,,,"13,312,332.24"
CAJAMARCA,17/02/2021,20481813841,,,,,,,,,"5,844,271.84"
CAJAMARCA,10/02/2021,20453627951,20495656234,,,,,,,,"5,264,145.35"
CAJAMARCA,09/08/2022,20529698918,20495999352,,,,,,,,"5,469,568.23"
CAJAMARCA,04/08/2022,20554659242,20535757811,,,,,,,,"2,662,324.66"
CAJAMARCA,26/07/2022,20495999352,,,,,,,,,"522,049.82"
CAJAMARCA,15/06/2022,20495751229,,,,,,,,,"1,851,917.08"
CAJAMARCA,05/05/2022,20355337619,20560107006,,,,,,,,"4,527,100.96"
CAJAMARCA,07/04/2022,20601525594,20453649840,,,,,,,,"4,424,452.74"
CAJAMARCA,14/03/2022,20529626330,20439586665,,,,,,,,"2,768,559.75"
CAJAMARCA,16/01/2024,20495751229,20610241191,,,,,,,,"1,943,652.51"
CAJAMARCA,21/12/2023,20496021038,20495865747,20611048735,,,,,,,"25,129,588.77"
CAJAMARCA,15/11/2023,20496159811,20603408692,,,,,,,,"1,943,652.51"
CAJAMARCA,10/11/2023,20496159811,20453689809,,,,,,,,"5,202,458.94"
CAJAMARCA,10/10/2023,20489627770,20542374218,,,,,,,,"41,185,218.00"
CAJAMARCA,10/10/2023,20609008602,20531406291,,,,,,,,"988,413.89"
CAJAMARCA,09/08/2023,10166907271,20570635647,,,,,,,,"2,750,504.68"
CAJAMARCA,14/07/2023,20481791422,20440439129,,,,,,,,"22,785,900.18"
CAJAMARCA,14/02/2025,20491552981,20570698304,,,,,,,,"27,364,314.86"
CAJAMARCA,11/12/2024,20609906066,20119756821,,,,,,,,"4,877,273.54"
CAJAMARCA,15/11/2024,20480188404,,,,,,,,,"1,408,789.78"
CAJAMARCA,30/10/2024,20451464567,20368833089,,,,,,,,"6,764,290.45"
CAJAMARCA,24/10/2024,20570740866,20600798937,,,,,,,,"4,716,478.27"
CAJAMARCA,11/10/2024,20491552981,20570698304,,,,,,,,"31,981,270.28"
CAJAMARCA,04/10/2024,20491552981,20570698304,,,,,,,,"27,364,314.86"
CAJAMARCA,10/09/2024,20570709861,20570690079,,,,,,,,"9,500,000.00"
CAJAMARCA,25/04/2024,20534166240,20570646681,,,,,,,,"28,709,670.64"
CALLAO,04/04/2007,20213444604,10094523929,,,,,,,,"1,982,480.10"
CALLAO,31/10/2006,20510992068,,,,,,,,,"631,372.34"
CALLAO,31/10/2006,20475990910,20506310360,20215342345,20383676411,20504383840,20502155637,,,,"5,243,611.14"
CALLAO,20/10/2006,10257171111,,,,,,,,,"9,848.39"
CALLAO,31/08/2006,20261001439,,,,,,,,,"3,244,472.35"
CALLAO,31/08/2006,20504709541,,,,,,,,,"553,319.36"
CALLAO,31/08/2006,20503965179,20301552115,20254813720,20503981298,,,,,,"3,030,749.36"
CALLAO,23/08/2006,20512448349,,,,,,,,,"628,115.05"
CALLAO,14/08/2006,20108397005,20531375981,10097515358,,,,,,,"2,041,405.22"
CALLAO,24/07/2006,20474312047,,,,,,,,,"398,818.10"
CALLAO,28/06/2006,20503981298,,,,,,,,,"1,201,540.05"
CALLAO,31/05/2006,20264545812,,,,,,,,,"2,599,288.03"
CALLAO,31/05/2006,20512419837,,,,,,,,,"286,349.45"
CALLAO,31/05/2006,20489409276,20511317038,,,,,,,,"1,090,259.71"
CALLAO,28/04/2006,10061635624,20511692556,,,,,,,,"1,879,497.48"
CALLAO,28/04/2006,20503981298,,,,,,,,,"1,053,667.22"
CALLAO,27/04/2006,20503981298,,,,,,,,,"1,154,657.67"
CALLAO,28/02/2006,10061635624,,,,,,,,,"912,446.53"
CALLAO,31/01/2006,20331876373,,,,,,,,,"942,145.55"
CALLAO,14/12/2007,20124474001,20494260388,20440220798,,,,,,,"1,574,338.96"
CALLAO,04/12/2007,20118271107,20336707618,20505026196,,,,,,,"1,765,816.30"
CALLAO,04/12/2007,20460420262,,,,,,,,,"1,591,357.79"
CALLAO,09/11/2007,20473377471,,,,,,,,,"1,019,499.61"
CALLAO,29/10/2007,10072222801,20101884407,20507983481,,,,,,,"3,966,486.30"
CALLAO,29/10/2007,20112182021,,,,,,,,,"3,647,538.09"
CALLAO,02/10/2007,10103203576,,,,,,,,,"976,197.81"
CALLAO,25/06/2007,20503981298,,,,,,,,,"2,872,173.66"
CALLAO,12/04/2007,10296187858,,,,,,,,,"231,999.00"
CALLAO,04/04/2007,10094523929,,,,,,,,,"943,302.36"
CALLAO,04/04/2007,20503981298,10257778113,,,,,,,,"1,689,681.75"
CALLAO,30/12/2008,20511876282,20100620805,,,,,,,,"7,565,072.01"
CALLAO,18/11/2008,20505026196,,,,,,,,,"3,661,647.40"
CALLAO,18/11/2008,10078495451,20512158189,20475990910,20508794968,10083126324,,,,,"8,739,089.77"
CALLAO,14/11/2008,20515514351,,,,,,,,,"85,935.00"
CALLAO,05/09/2008,20171368368,20100620805,,,,,,,,"7,565,072.01"
CALLAO,05/09/2008,20512419837,,,,,,,,,"745,453.08"
CALLAO,05/09/2008,20336707618,20503993890,,,,,,,,"2,388,698.53"
CALLAO,05/09/2008,20336707618,20503993890,,,,,,,,"1,249,528.60"
CALLAO,04/09/2008,20335069537,10257778113,,,,,,,,"1,200,027.32"
CALLAO,25/07/2008,10079639937,20505566468,,,,,,,,"1,147,082.36"
CALLAO,25/07/2008,10079639937,20505566468,,,,,,,,"1,535,336.55"
CALLAO,25/06/2008,10081870492,20517705102,,,,,,,,"1,576,367.25"
CALLAO,25/06/2008,20426128803,,,,,,,,,"998,911.75"
CALLAO,23/06/2008,20263765134,20268887785,,,,,,,,"2,847,172.00"
CALLAO,23/06/2008,20503981298,10257778113,,,,,,,,"2,382,581.88"
CALLAO,02/04/2008,20425648340,20505026196,,,,,,,,"2,642,458.66"
CALLAO,01/04/2008,20416848875,,,,,,,,,"949,453.50"
CALLAO,26/02/2008,20512419837,,,,,,,,,"898,625.13"
CALLAO,31/01/2008,20264545812,,,,,,,,,"1,271,475.58"
CALLAO,21/12/2009,20131031867,,,,,,,,,"1,440,243.20"
CALLAO,21/12/2009,20507991662,20391712361,,,,,,,,"1,786,879.30"
CALLAO,21/12/2009,20131031867,,,,,,,,,"2,084,328.01"
CALLAO,17/12/2009,20508794968,20512158189,,,,,,,,"2,029,549.33"
CALLAO,17/12/2009,20508794968,20512158189,,,,,,,,"1,658,706.93"
CALLAO,05/11/2009,20148020966,20502397568,,,,,,,,"3,667,687.38"
CALLAO,28/10/2009,20503900395,,,,,,,,,"471,695.78"
CALLAO,22/10/2009,20486463440,20522507734,,,,,,,,"4,707,591.00"
CALLAO,28/08/2009,20256388082,20506931551,,,,,,,,"5,402,362.00"
CALLAO,27/08/2009,20267815667,,,,,,,,,"4,610,012.00"
CALLAO,19/08/2009,10069750911,20416848875,,,,,,,,"1,293,256.06"
CALLAO,17/08/2009,20148020966,,,,,,,,,"2,119,666.04"
CALLAO,07/08/2009,20396889995,20440220798,20481919089,,,,,,,"2,739,361.28"
CALLAO,06/08/2009,20503993890,,,,,,,,,"4,261,673.04"
CALLAO,04/08/2009,20277572517,,,,,,,,,"3,958,905.84"
CALLAO,07/07/2009,20501958302,,,,,,,,,"1,293,725.75"
CALLAO,09/06/2009,20264545812,,,,,,,,,"2,520,235.75"
CALLAO,21/05/2009,20108026104,20515568281,20440492283,,,,,,,"1,554,905.11"
CALLAO,27/03/2009,20512419837,20503981298,,,,,,,,"2,301,991.96"
CALLAO,12/02/2009,20492575381,,,,,,,,,"603,495.91"
CALLAO,06/02/2009,20416848875,,,,,,,,,"918,707.69"
CALLAO,11/03/2011,20512419837,,,,,,,,,"1,697,718.59"
CALLAO,30/12/2010,10257778113,20422894854,,,,,,,,"1,025,447.34"
CALLAO,28/12/2010,20422894854,20512302484,,,,,,,,"1,126,578.53"
CALLAO,28/12/2010,20512302484,20422894854,,,,,,,,"282,208.39"
CALLAO,20/08/2010,20508766590,,,,,,,,,"394,655.69"
CALLAO,18/08/2010,20131031867,,,,,,,,,"1,768,720.49"
CALLAO,16/08/2010,20470005565,20522770516,20524570255,,,,,,,"1,439,463.05"
CALLAO,19/07/2010,20505026196,20522243494,,,,,,,,"1,768,720.49"
CALLAO,18/06/2010,10257778113,,,,,,,,,"2,283,535.77"
CALLAO,30/04/2010,20512419837,,,,,,,,,"521,945.04"
CALLAO,22/04/2010,20524078342,10067714968,20505566468,,,,,,,"1,840,500.00"
CALLAO,19/04/2010,20512419837,,,,,,,,,"1,029,575.91"
CALLAO,01/03/2010,20346814731,20110522151,,,,,,,,"355,712,377.54"
CALLAO,10/02/2012,20516365201,,,,,,,,,"179,419.71"
CALLAO,10/02/2012,20516365201,,,,,,,,,"168,121.11"
CALLAO,10/02/2012,20535803600,,,,,,,,,"179,829.82"
CALLAO,10/02/2012,20516365201,,,,,,,,,"179,977.43"
CALLAO,26/12/2011,20502397568,,,,,,,,,"1,454,269.16"
CALLAO,16/12/2011,20535803600,,,,,,,,,"177,579.60"
CALLAO,15/12/2011,20534001593,20529129891,,,,,,,,"170,322.02"
CALLAO,15/12/2011,20534001593,20529129891,,,,,,,,"172,990.22"
CALLAO,14/12/2011,20512419837,,,,,,,,,"3,670,000.00"
CALLAO,01/12/2011,10085907676,20298049822,,,,,,,,"4,292,373.72"
CALLAO,30/11/2011,10085907676,20505026196,,,,,,,,"4,482,308.46"
CALLAO,29/11/2011,20514481891,20494857783,,,,,,,,"424,772.83"
CALLAO,25/11/2011,20516728362,20537268795,,,,,,,,"239,268.48"
CALLAO,25/11/2011,10257778113,,,,,,,,,"286,090.43"
CALLAO,24/11/2011,20300116192,,,,,,,,,"178,261.38"
